Date,Open,High,Low,Close,Adj Close,Volume
2019-03-01,137.22000122070312,138.61000061035156,137.00999450683594,138.35000610351562,124.43513488769531,5641600
2019-03-04,138.85000610351562,139.41000366210938,137.50999450683594,138.47999572753906,124.55205535888672,8377700
2019-03-05,138.80999755859375,139.13999938964844,138.36000061035156,138.77000427246094,124.81287384033203,6568900
2019-03-06,139.47000122070312,139.64999389648438,138.60000610351562,139.08999633789062,125.10070037841797,6236900
2019-03-07,138.52999877929688,139.1199951171875,137.6999969482422,138.24000549316406,124.33617401123047,6100400
2019-03-08,138.08999633789062,139.3000030517578,136.4199981689453,138.05999755859375,124.17428588867188,7046700
2019-03-11,138.11000061035156,139.02999877929688,137.52000427246094,138.55999755859375,124.6240005493164,6150400
2019-03-12,138.64999389648438,140.0,138.5,139.17999267578125,125.181640625,5552900
2019-03-13,139.58999633789062,139.83999633789062,139.02000427246094,139.41000366210938,125.38850402832031,6446900
2019-03-14,138.33999633789062,138.8000030517578,137.94000244140625,138.02000427246094,124.1383285522461,8493600
2019-03-15,138.0,138.25999450683594,136.8300018310547,137.60000610351562,123.76058197021484,11922500
2019-03-18,137.64999389648438,137.77999877929688,136.72000122070312,137.1699981689453,123.3737564086914,7369600
2019-03-19,137.61000061035156,138.82000732421875,137.47000122070312,138.44000244140625,124.51606750488281,5882500
2019-03-20,138.3300018310547,138.50999450683594,136.64999389648438,137.2899932861328,123.48172760009766,5475700
2019-03-21,137.0,138.77999877929688,136.9499969482422,138.10000610351562,124.21026611328125,5765100
2019-03-22,137.75,138.38999938964844,136.86000061035156,136.91000366210938,123.13994598388672,6528800
2019-03-25,136.91000366210938,137.00999450683594,135.74000549316406,136.61000061035156,122.87014770507812,4500300
2019-03-26,136.92999267578125,139.27000427246094,136.92999267578125,138.57000732421875,124.63298034667969,4758600
2019-03-27,138.58999633789062,139.47999572753906,138.07000732421875,138.6999969482422,124.74992370605469,6764900
2019-03-28,139.05999755859375,139.4600067138672,138.7100067138672,138.8800048828125,124.91179656982422,4602100
2019-03-29,139.27999877929688,139.8800048828125,138.8800048828125,139.7899932861328,125.73025512695312,7168400
2019-04-01,139.99000549316406,140.2899932861328,138.74000549316406,138.97999572753906,125.00176239013672,5885200
2019-04-02,139.00999450683594,139.00999450683594,136.91000366210938,137.7100067138672,123.8594970703125,5517800
2019-04-03,138.1999969482422,138.24000549316406,136.8699951171875,137.1699981689453,123.3737564086914,5947000
2019-04-04,136.8699951171875,137.00999450683594,135.1300048828125,135.57000732421875,121.93473815917969,5844600
2019-04-05,136.0399932861328,136.5800018310547,135.6999969482422,136.17999267578125,122.48336791992188,4759700
2019-04-08,136.0500030517578,136.50999450683594,135.6999969482422,136.13999938964844,122.4473876953125,4329600
2019-04-09,136.0,136.25999450683594,134.55999755859375,135.57000732421875,121.93473815917969,5210300
2019-04-10,135.88999938964844,136.1300048828125,135.3300018310547,135.5800018310547,121.94371795654297,4194100
2019-04-11,135.9600067138672,136.17999267578125,134.4199981689453,135.2100067138672,121.61093139648438,4485200
2019-04-12,135.22000122070312,136.35000610351562,134.75,135.97999572753906,122.3034896850586,5756800
2019-04-15,136.0,136.7899932861328,135.8000030517578,136.52000427246094,122.78916931152344,5380900
2019-04-16,138.32000732421875,140.6999969482422,137.55999755859375,138.02000427246094,124.1383285522461,10745700
2019-04-17,139.0,140.14999389648438,137.6699981689453,138.52000427246094,124.58802032470703,9543700
2019-04-18,139.35000610351562,140.24000549316406,135.75,137.52000427246094,123.68861389160156,10485300
2019-04-22,136.97999572753906,138.49000549316406,136.4600067138672,137.8300018310547,123.96741485595703,4666500
2019-04-23,137.4199981689453,140.85000610351562,137.25,139.89999389648438,125.8292465209961,5790500
2019-04-24,139.64999389648438,140.13999938964844,138.86000061035156,139.1999969482422,125.19962310791016,5676300
2019-04-25,138.52000427246094,139.77000427246094,137.9600067138672,139.64999389648438,125.60436248779297,5218100
2019-04-26,139.8800048828125,140.52000427246094,139.30999755859375,140.38999938964844,126.26993560791016,4613600
2019-04-29,140.35000610351562,140.42999267578125,139.5800018310547,139.83999633789062,125.77523803710938,4275200
2019-04-30,140.19000244140625,141.4499969482422,138.9600067138672,141.1999969482422,126.99848175048828,6003700
2019-05-01,140.9499969482422,142.35000610351562,139.75,141.9499969482422,127.67304229736328,6656300
2019-05-02,141.91000366210938,142.14999389648438,140.1199951171875,141.27999877929688,127.07038879394531,8835600
2019-05-03,141.2899932861328,142.08999633789062,141.0800018310547,142.00999450683594,127.72700500488281,5281600
2019-05-06,140.25,142.24000549316406,139.92999267578125,142.08999633789062,127.79895782470703,5818900
2019-05-07,140.82000732421875,141.3800048828125,139.05999755859375,139.97000122070312,125.89219665527344,6606700
2019-05-08,140.1999969482422,140.9199981689453,139.6999969482422,139.7899932861328,125.73025512695312,4667300
2019-05-09,138.9499969482422,139.32000732421875,137.63999938964844,138.72999572753906,124.77689361572266,5604200
2019-05-10,138.42999267578125,139.25,136.41000366210938,139.0500030517578,125.0647201538086,4771600
2019-05-13,137.85000610351562,138.05999755859375,136.52999877929688,137.1999969482422,123.40077209472656,5560000
2019-05-14,137.0399932861328,137.83999633789062,136.72999572753906,136.82000732421875,123.05901336669922,7179400
2019-05-15,136.89999389648438,137.49000549316406,135.3300018310547,136.91000366210938,123.13994598388672,6429400
2019-05-16,137.38999938964844,139.19000244140625,136.97000122070312,138.2100067138672,124.3091812133789,6857200
2019-05-17,137.0,139.02999877929688,136.86000061035156,138.61000061035156,124.66896057128906,6915300
2019-05-20,138.61000061035156,138.9600067138672,137.67999267578125,138.4199981689453,124.49807739257812,4771100
2019-05-21,139.1199951171875,139.57000732421875,138.0800018310547,138.1199951171875,124.22824096679688,4859000
2019-05-22,138.35000610351562,138.9499969482422,137.49000549316406,138.75999450683594,124.80386352539062,5456800
2019-05-23,138.5,139.85000610351562,137.6699981689453,139.7899932861328,125.73025512695312,6951800
2019-05-24,139.5,139.5,138.55999755859375,138.85000610351562,125.73931884765625,5473300
2019-05-28,139.0,140.49000549316406,137.0500030517578,137.07000732421875,124.12744903564453,11919600
2019-05-29,135.88999938964844,135.88999938964844,128.52000427246094,131.3300018310547,118.92941284179688,23247400
2019-05-30,131.44000244140625,132.82000732421875,131.1699981689453,132.11000061035156,119.6357650756836,7360600
2019-05-31,131.52000427246094,132.0,129.61000061035156,131.14999389648438,118.76640319824219,7811000
2019-06-03,131.5,132.39999389648438,131.0399932861328,131.44000244140625,119.02902221679688,8434600
2019-06-04,132.60000610351562,134.3000030517578,132.5800018310547,133.72999572753906,121.10277557373047,6648900
2019-06-05,134.6999969482422,135.1300048828125,133.86000061035156,134.3800048828125,121.69139862060547,6860600
2019-06-06,134.89999389648438,137.66000366210938,134.58999633789062,136.67999267578125,123.77420043945312,9115800
2019-06-07,137.58999633789062,139.58999633789062,137.13999938964844,138.5500030517578,125.4676742553711,6533900
2019-06-10,138.60000610351562,139.14999389648438,137.60000610351562,139.02000427246094,125.8932876586914,4994700
2019-06-11,139.67999267578125,140.66000366210938,139.5,139.77999877929688,126.58153533935547,8230500
2019-06-12,140.3000030517578,142.91000366210938,140.3000030517578,141.67999267578125,128.30209350585938,9216500
2019-06-13,141.72000122070312,141.9499969482422,140.2100067138672,140.7100067138672,127.42372131347656,7500800
2019-06-14,141.22999572753906,141.49000549316406,140.0399932861328,140.08999633789062,126.86225128173828,6548100
2019-06-17,140.0,140.24000549316406,139.2100067138672,139.44000244140625,126.27363586425781,5562800
2019-06-18,140.55999755859375,140.92999267578125,139.7899932861328,140.22999572753906,126.98905181884766,7122700
2019-06-19,140.00999450683594,140.97000122070312,139.91000366210938,140.4499969482422,127.18828582763672,6393400
2019-06-20,141.25,142.39999389648438,141.0,142.2100067138672,128.78211975097656,7335800
2019-06-21,141.4600067138672,142.42999267578125,141.00999450683594,142.08999633789062,128.67340087890625,11272200
2019-06-24,142.4199981689453,143.6999969482422,142.08999633789062,143.05999755859375,129.5518341064453,5894700
2019-06-25,143.27000427246094,144.97999572753906,143.19000244140625,144.24000549316406,130.6204071044922,7517000
2019-06-26,143.85000610351562,143.85000610351562,140.75999450683594,141.85000610351562,128.45606994628906,7674100
2019-06-27,142.22999572753906,142.5,140.60000610351562,140.69000244140625,127.40563201904297,5233500
2019-06-28,140.74000549316406,141.10000610351562,138.50999450683594,139.27999877929688,126.12872314453125,12792400
2019-07-01,140.1999969482422,140.25999450683594,138.72000122070312,139.36000061035156,126.20121002197266,5872300
2019-07-02,139.22000122070312,140.02999877929688,138.69000244140625,140.02999877929688,126.80792236328125,4501200
2019-07-03,141.0,142.17999267578125,140.7899932861328,142.13999938964844,128.7186737060547,3436300
2019-07-05,141.74000549316406,141.86000061035156,140.3699951171875,140.57000732421875,127.29692077636719,4652400
2019-07-08,140.1199951171875,141.0800018310547,139.63999938964844,140.97000122070312,127.65914916992188,4078100
2019-07-09,141.4600067138672,142.47000122070312,140.91000366210938,141.41000366210938,128.0576171875,4217400
2019-07-10,141.77999877929688,141.99000549316406,140.6699981689453,141.2100067138672,127.87652587890625,4874400
2019-07-11,140.94000244140625,141.2100067138672,139.02000427246094,140.11000061035156,126.88036346435547,5817400
2019-07-12,140.1199951171875,140.1199951171875,132.32000732421875,134.3000030517578,121.61897277832031,17780100
2019-07-15,135.38999938964844,136.36000061035156,134.4499969482422,134.7100067138672,121.99027252197266,10038200
2019-07-16,132.92999267578125,133.8300018310547,131.75,132.5,119.98892974853516,10214500
2019-07-17,132.49000549316406,133.5800018310547,131.41000366210938,131.86000061035156,119.40936279296875,8862100
