Date,Open,High,Low,Close,Adj Close,Volume
2019-03-01,41.37571334838867,41.54648971557617,41.072105407714844,41.138519287109375,35.50477600097656,26667781
2019-03-04,41.214420318603516,41.35673522949219,40.68311309814453,40.86337661743164,35.26731491088867,22805820
2019-03-05,40.882354736328125,41.034156799316406,40.65464782714844,40.69260025024414,35.11992263793945,26529812
2019-03-06,40.62618637084961,40.673622131347656,39.487667083740234,39.715370178222656,34.27652359008789,22410359
2019-03-07,39.715370178222656,39.743831634521484,39.13662338256836,39.26945114135742,33.89167404174805,29046132
2019-03-08,39.2125244140625,39.31688690185547,38.27324676513672,38.795066833496094,33.48225021362305,31306119
2019-03-11,38.99430847167969,39.39278793334961,38.709678649902344,39.37381362915039,33.98173904418945,29161545
2019-03-12,39.563568115234375,39.77229690551758,39.25047302246094,39.5920295715332,34.170066833496094,24170539
2019-03-13,39.724857330322266,39.97153854370117,39.4212532043457,39.85768508911133,34.399349212646484,23715316
2019-03-14,39.84819793701172,39.92409896850586,39.022769927978516,39.07969665527344,33.7279052734375,32119596
2019-03-15,39.117645263671875,39.734344482421875,38.7666015625,39.639469146728516,34.211021423339844,74768652
2019-03-18,39.629981994628906,39.91461181640625,39.51612854003906,39.667930603027344,34.23557662963867,18994345
2019-03-19,39.819732666015625,40.256168365478516,39.61100769042969,40.13282775878906,34.63681411743164,26403227
2019-03-20,40.0379524230957,40.22770309448242,39.639469146728516,40.00948715209961,34.530364990234375,23499035
2019-03-21,39.78178405761719,40.455406188964844,39.724857330322266,40.180267333984375,34.677757263183594,24262553
2019-03-22,40.0379524230957,40.436431884765625,39.68690872192383,39.70588302612305,34.26833724975586,19620105
2019-03-25,39.667930603027344,39.99051284790039,39.53510284423828,39.743831634521484,34.301082611083984,19823316
2019-03-26,40.0379524230957,40.512332916259766,39.97153854370117,40.24667739868164,34.735069274902344,20849279
2019-03-27,40.1707763671875,40.455406188964844,39.77229690551758,39.86717224121094,34.40754699707031,19455048
2019-03-28,40.01897430419922,40.199241638183594,39.90512466430664,40.12334060668945,34.628631591796875,16915541
2019-03-29,40.22770309448242,40.39848327636719,40.02846145629883,40.29411697387695,34.77601623535156,21681834
2019-04-01,40.39848327636719,40.74003982543945,40.370018005371094,40.64516067504883,35.07898712158203,20345046
2019-04-02,40.74952697753906,40.967742919921875,40.55028533935547,40.71157455444336,35.13630294799805,18625129
2019-04-03,40.7874755859375,40.86337661743164,40.370018005371094,40.64516067504883,35.07898712158203,16200402
2019-04-04,40.597721099853516,40.72106170654297,40.32258224487305,40.55028533935547,34.997100830078125,12990972
2019-04-05,40.77798843383789,41.062618255615234,40.69260025024414,40.7874755859375,35.20180130004883,15559043
2019-04-08,40.86337661743164,41.062618255615234,40.71157455444336,40.92979049682617,35.32463836669922,15410323
2019-04-09,40.77798843383789,40.79696273803711,40.39848327636719,40.64516067504883,35.07898712158203,18825072
