n,InsertionSort Time (in ns),SelectionSort Time (in ns),BubbleSort Time (in ns),MergeSort Time (in ns),5,1760,1895,2557,3744
985,203780,474947,948156,98419
990,206531,479405,955881,99925
995,207960,483042,965985,98645
1000,264407,500709,972510,103460
1005,233073,497866,1023996,119038
1010,215178,497713,1000742,105812
1015,216816,503273,1001288,97716
1020,218684,506276,1014434,98116
1025,222653,522125,1210972,201529
1030,357283,1015258,2055654,222286
1035,482308,1024512,2058232,162704
1040,270518,528705,1049713,102574
1045,228648,529507,1052361,101058
1050,230994,867502,1151782,111518
1055,232823,541731,1070488,105737
1060,236195,546179,1080387,105155
1065,237530,550583,1096364,104882
1070,239913,554262,1094573,106289
1075,241506,558603,1118051,106922
1080,243722,563451,1112508,104444
1085,246242,568462,1118891,106635
1090,249170,574558,1158960,107640
1095,250433,577756,1138127,110409
1100,257820,608897,1180593,156402
1105,335360,815304,1369090,131763
1110,367719,769757,1163411,110089
1115,260557,597724,1172083,114398
1120,263518,602962,1182470,113540
1125,268184,607701,1189824,114312
1130,269463,612738,1198536,138236
1135,278811,619146,1207898,114971
1140,271045,623034,1217583,113354
1145,272991,628488,1239673,138271
1150,276296,633658,1235336,116348
1155,279946,638745,1230586,116025
1160,281315,643777,1273950,118621
1165,284205,649699,1269625,114344
1170,287120,654085,1281332,119160
1175,289160,661148,1288175,120810
1180,291578,664781,1297385,121706
1185,292645,671637,1303572,121791
1190,295175,675352,1317152,122130
1195,297252,680670,1323679,122601
1200,301855,686040,1334722,122231
1205,302143,702624,1367658,149779
1210,321517,714231,1353425,123076
1215,309119,708743,1363230,123777
1220,310039,739473,1389784,128252
1225,312105,715219,1380128,125356
1230,317949,740102,1397026,126533
1235,318810,767602,1400602,122828
1240,320969,730270,1415855,130066
1245,322389,735872,1420606,122587
1250,326108,743568,1586262,163278
1255,369117,747304,1442309,128583
1260,329540,752117,1450096,126073
1265,331989,775539,1512488,135928
1270,334330,766581,1468027,126041
1275,337184,772025,1512010,126564
1280,341038,816667,1487351,131126
1285,343270,781262,1535950,168102
1290,389684,804877,1534227,130929
1295,348599,792069,1520092,138388
1300,351999,799032,1525540,135378
1305,355978,806615,1561604,130066
1310,360453,813767,1619669,134692
1315,379247,838004,1596981,159295
1320,417734,845767,1568427,141695
1325,363812,849234,1578306,141804
1330,424666,860326,1590218,134310
1335,374470,1062813,1755107,1
