Date,Time,Open,High,Low,Close,Volume
05/07/2018,09:50,18240,18245,18235,18245,1172
05/07/2018,09:55,18240,18245,18235,18240,1248
05/07/2018,10:00,18245,18250,18240,18250,1566
05/07/2018,10:05,18250,18255,18245,18245,2266
05/07/2018,10:10,18245,18250,18235,18235,1372
05/07/2018,10:15,18235,18250,18235,18250,1200
05/07/2018,10:20,18250,18250,18250,18250,0
05/07/2018,10:25,18250,18250,18250,18250,0
05/07/2018,10:30,18250,18250,18250,18250,16
05/07/2018,10:35,18250,18255,18250,18250,2124
05/07/2018,10:40,18255,18255,18240,18245,1712
05/07/2018,10:45,18240,18265,18240,18255,2680
05/07/2018,10:50,18260,18265,18240,18250,1224
05/07/2018,10:55,18250,18260,18245,18255,1532
05/07/2018,11:00,18260,18260,18240,18240,2106
05/07/2018,11:05,18240,18255,18240,18245,1440
05/07/2018,11:10,18255,18255,18245,18245,652
05/07/2018,11:15,18245,18255,18245,18250,1340
05/07/2018,11:20,18250,18255,18250,18255,508
05/07/2018,11:25,18255,18260,18245,18260,2280
05/07/2018,11:30,18255,18270,18250,18270,3480
05/07/2018,11:35,18270,18270,18270,18270,0
05/07/2018,11:40,18270,18270,18270,18270,0
05/07/2018,11:45,18270,18270,18270,18270,0
05/07/2018,11:50,18270,18270,18270,18270,0
05/07/2018,11:55,18270,18270,18270,18270,0
05/07/2018,12:00,18270,18270,18270,18270,0
05/07/2018,12:05,18270,18270,18270,18270,0
05/07/2018,12:10,18270,18270,18270,18270,0
05/07/2018,12:15,18270,18270,18270,18270,0
05/07/2018,12:20,18270,18270,18270,18270,0
05/07/2018,12:25,18270,18270,18270,18270,0
05/07/2018,12:30,18270,18270,18270,18270,0
05/07/2018,12:35,18270,18270,18270,18270,0
05/07/2018,12:40,18270,18270,18270,18270,0
05/07/2018,12:45,18270,18270,18270,18270,0
05/07/2018,12:50,18270,18270,18270,18270,0
05/07/2018,12:55,18270,18270,18270,18270,0
05/07/2018,13:00,18270,18270,18270,18270,0
05/07/2018,13:05,18270,18270,18270,18270,0
05/07/2018,13:10,18270,18270,18270,18270,0
05/07/2018,13:15,18270,18270,18270,18270,0
05/07/2018,13:20,18270,18270,18270,18270,0
05/07/2018,13:25,18270,18270,18270,18270,0
05/07/2018,13:30,18265,18265,18265,18265,436
05/07/2018,13:35,18265,18265,18245,18260,2160
05/07/2018,13:40,18255,18280,18255,18280,5810
05/07/2018,13:45,18280,18285,18270,18275,5664
05/07/2018,13:50,18280,18285,18275,18275,2456
05/07/2018,13:55,18275,18280,18265,18270,1552
05/07/2018,14:00,18275,18275,18265,18270,1344
05/07/2018,14:05,18270,18280,18270,18280,1034
05/07/2018,14:10,18280,18285,18275,18285,1900
05/07/2018,14:15,18280,18295,18280,18290,3540
05/07/2018,14:20,18295,18310,18285,18305,5680
05/07/2018,14:25,18300,18310,18275,18275,5740
05/07/2018,14:30,18275,18285,18270,18275,3030
05/07/2018,14:35,18275,18280,18265,18275,3836
05/07/2018,14:40,18275,18290,18265,18270,3700
05/07/2018,14:45,18270,18275,18255,18265,3428
05/07/2018,14:50,18265,18280,18265,18275,1390
05/07/2018,14:55,18270,18270,18260,18270,3566
05/07/2018,15:00,18265,18270,18255,18265,3920
05/08/2018,09:05,18225,18230,18215,18220,10492
05/08/2018,09:10,18220,18230,18220,18225,1672
05/08/2018,09:15,18220,18235,18215,18230,2388
05/08/2018,09:20,18230,18250,18230,18250,2554
05/08/2018,09:25,18245,18255,18235,18255,2418
05/08/2018,09:30,18255,18265,18245,18250,3078
05/08/2018,09:35,18245,18260,18245,18250,788
05/08/2018,09:40,18250,18255,18245,18245,642
05/08/2018,09:45,18245,18250,18240,18240,610
05/08/2018,09:50,18240,18245,18225,18235,2316
05/08/2018,09:55,18235,18240,18225,18235,1186
05/08/2018,10:00,18235,18240,18230,18240,346
05/08/2018,10:05,18240,18240,18235,18235,310
05/08/2018,10:10,18240,18240,18235,18235,242
05/08/2018,10:15,18240,18240,18230,18230,648
05/08/2018,10:20,18230,18230,18230,18230,0
05/08/2018,10:25,18230,18230,18230,18230,0
05/08/2018,10:30,18230,18230,18230,18230,0
05/08/2018,10:35,18235,18240,18230,18235,956
05/08/2018,10:40,18235,18245,18235,18235,700
05/08/2018,10:45,18240,18240,18220,18220,1292
05/08/2018,10:50,18220,18235,18220,18235,1166
05/08/2018,10:55,18230,18240,18230,18230,1124
05/08/2018,11:00,18240,18245,18230,18240,834
05/08/2018,11:05,18240,18265,18240,18260,3672
05/08/2018,11:10,18260,18270,18260,18265,2038
05/08/2018,11:15,18265,18280,18265,18270,2340
05/08/2018,11:20,18270,18275,18265,18270,1120
05/08/2018,11:25,18270,18280,18270,18280,1350
05/08/2018,11:30,18275,18280,18270,18275,1564
05/08/2018,11:35,18275,18275,18275,18275,0
05/08/2018,11:40,18275,18275,18275,18275,0
05/08/2018,11:45,18275,18275,18275,18275,0
05/08/2018,11:50,18275,18275,18275,18275,0
05/08/2018,11:55,18275,18275,18275,18275,0
05/08/2018,12:00,18275,18275,18275,18275,0
05/08/2018,12:05,18275,18275,18275,18275,0
05/08/2018,12:10,18275,18275,18275,18275,0
05/08/2018,12:15,18275,18275,18275,18275,0
05/08/2018,12:20,18275,18275,18275,18275,0
05/08/2018,12:25,18275,18275,18275,18275,0
05/08/2018,12:30,18275,18275,18275,18275,0
05/08/2018,12:35,18275,18275,18275,18275,0
05/08/2018,12:40,18275,18275,18275,18275,0
05/08/2018,12:45,18275,18275,18275,18275,0
05/08/2018,12:50,18275,18275,18275,18275,0
05/08/2018,12:55,18275,18275,18275,18275,0
05/08/2018,13:00,18275,18275,18275,18275,0
05/08/2018,13:05,18275,18275,18275,18275,0
05/08/2018,13:10,18275,18275,18275,18275,0
05/08/2018,13:15,18275,18275,18275,18275,0
05/08/2018,13:20,18275,18275,18275,18275,0
05/08/2018,13:25,18275,18275,18275,18275,0
05/08/2018,13:30,18275,18275,18275,18275,0
05/08/2018,13:35,18275,18275,18255,18255,2118
05/08/2018,13:40,18255,18265,18250,18260,1212
05/08/2018,13:45,18260,18270,18260,18270,1018
05/08/2018,13:50,18270,18270,18255,18255,466
05/08/2018,13:55,18255,18260,18250,18255,804
05/08/2018,14:00,18255,18265,18250,18250,742
05/08/2018,14:05,18250,18260,18250,18255,558
05/08/2018,14:10,18255,18260,18250,18250,466
05/08/2018,14:15,18250,18255,18245,18250,1482
05/08/2018,14:20,18250,18260,18240,18240,1630
05/08/2018,14:25,18240,18250,18240,18245,882
05/08/2018,14:30,18245,18250,18235,18240,1554
05/08/2018,14:35,18240,18245,18235,18235,536
05/08/2018,14:40,18240,18245,18235,18240,1014
05/08/2018,14:45,18245,18245,18220,18225,3142
05/08/2018,14:50,18225,18235,18220,18230,1288
05/08/2018,14:55,18235,18260,18225,18255,4492
05/08/2018,15:00,18260,18260,18245,18255,2060
05/09/2018,09:05,18150,18185,18150,18170,8122
05/09/2018,09:10,18165,18190,18145,18185,6534
05/09/2018,09:15,18185,18190,18175,18190,3460
05/09/2018,09:20,18190,18195,18185,18195,2442
05/09/2018,09:25,18195,18205,18180,18195,3480
05/09/2018,09:30,18195,18205,18190,18200,1298
05/09/2018,09:35,18205,18205,18185,18195,1730
05/09/2018,09:40,18195,18195,18185,18185,720
05/09/2018,09:45,18185,18190,18180,18180,614
05/09/2018,09:50,18180,18195,18175,18185,1094
05/09/2018,09:55,18190,18195,18180,18185,734
05/09/2018,10:00,18180,18190,18170,18190,1546
05/09/2018,10:05,18190,18190,18170,18175,1416
05/09/2018,10:10,18175,18175,18165,18175,1772
05/09/2018,10:15,18175,18190,18170,18185,1478
05/09/2018,10:20,18185,18185,18185,18185,10
05/09/2018,10:25,18185,18185,18185,18185,0
05/09/2018,10:30,18185,18185,18185,18185,0
05/09/2018,10:35,18185,18190,18180,18185,1150
05/09/2018,10:40,18180,18190,18180,18190,960
05/09/2018,10:45,18185,18195,18185,18190,2216
05/09/2018,10:50,18190,18200,18190,18195,1868
05/09/2018,10:55,18195,18200,18190,18195,1702
05/09/2018,11:00,18190,18200,18190,18190,750
05/09/2018,11:05,18190,18200,18185,18195,1406
05/09/2018,11:10,18195,18205,18190,18200,1960
05/09/2018,11:15,18195,18200,18190,18195,576
05/09/2018,11:20,18195,18195,18185,18190,1092
05/09/2018,11:25,18190,18195,18190,18190,368
05/09/2018,11:30,18195,18200,18195,18195,932
05/09/2018,11:35,18195,18195,18195,18195,0
05/09/2018,11:40,18195,18195,18195,18195,0
05/09/2018,11:45,18195,18195,18195,18195,0
05/09/2018,11:50,18195,18195,18195,18195,0
05/09/2018,11:55,18195,18195,18195,18195,0
05/09/2018,12:00,18195,18195,18195,18195,0
05/09/2018,12:05,18195,18195,18195,18195,0
05/09/2018,12:10,18195,18195,18195,18195,0
05/09/2018,12:15,18195,18195,18195,18195,0
05/09/2018,12:20,18195,18195,18195,18195,0
05/09/2018,12:25,18195,18195,18195,18195,0
05/09/2018,12:30,18195,18195,18195,18195,0
05/09/2018,12:35,18195,18195,18195,18195,0
05/09/2018,12:40,18195,18195,18195,18195,0
05/09/2018,12:45,18195,18195,18195,18195,0
05/09/2018,12:50,18195,18195,18195,18195,0
05/09/2018,12:55,18195,18195,18195,18195,0
05/09/2018,13:00,18195,18195,18195,18195,0
05/09/2018,13:05,18195,18195,18195,18195,0
05/09/2018,13:10,18195,18195,18195,18195,0
05/09/2018,13:15,18195,18195,18195,18195,0
05/09/2018,13:20,18195,18195,18195,18195,0
05/09/2018,13:25,18195,18195,18195,18195,0
05/09/2018,13:30,18195,18195,18195,18195,4
05/09/2018,13:35,18195,18200,18175,18180,4482
05/09/2018,13:40,18180,18180,18165,18170,3590
05/09/2018,13:45,18170,18180,18165,18170,1380
05/09/2018,13:50,18170,18180,18160,18180,3656
05/09/2018,13:55,18180,18185,18180,18185,1150
05/09/2018,14:00,18185,18195,18185,18195,1402
05/09/2018,14:05,18195,18195,18180,18185,1952
05/09/2018,14:10,18180,18185,18175,18180,1042
05/09/2018,14:15,18180,18185,18180,18185,384
05/09/2018,14:20,18180,18185,18180,18185,238
05/09/2018,14:25,18185,18195,18180,18195,1174
05/09/2018,14:30,18190,18190,18175,18185,878
05/09/2018,14:35,18180,18190,18180,18180,446
05/09/2018,14:40,18185,18190,18180,18185,464
05/09/2018,14:45,18185,18195,18180,18195,438
05/09/2018,14:50,18190,18195,18180,18180,662
05/09/2018,14:55,18180,18185,18170,18175,1764
05/09/2018,15:00,18170,18190,18165,18185,2710
05/10/2018,09:05,18210,18215,18195,18205,2876
05/10/2018,09:10,18205,18235,18205,18230,3858
05/10/2018,09:15,18235,18235,18225,18235,1968
05/10/2018,09:20,18235,18235,18225,18225,958
05/10/2018,09:25,18230,18230,18220,18225,708
05/10/2018,09:30,18225,18230,18215,18220,1164
05/10/2018,09:35,18225,18225,18220,18225,328
05/10/2018,09:40,18225,18225,18215,18215,460
05/10/2018,09:45,18215,18220,18210,18215,760
05/10/2018,09:50,18210,18215,18190,18190,2046
05/10/2018,09:55,18195,18205,18190,18200,1536
05/10/2018,10:00,18200,18210,18200,18210,352
05/10/2018,10:05,18210,18210,18205,18205,158
05/10/2018,10:10,18210,18210,18195,18195,888
05/10/2018,10:15,18195,18205,18190,18200,944
05/10/2018,10:20,18200,18200,18200,18200,0
05/10/2018,10:25,18200,18200,18200,18200,0
05/10/2018,10:30,18200,18200,18200,18200,0
05/10/2018,10:35,18200,18205,18195,18200,394
05/10/2018,10:40,18195,18200,18195,18195,244
05/10/2018,10:45,18195,18200,18195,18200,426
05/10/2018,10:50,18200,18205,18200,18200,494
05/10/2018,10:55,18205,18205,18165,18165,3382
05/10/2018,11:00,18165,18185,18165,18180,3170
05/10/2018,11:05,18180,18190,18175,18180,1662
05/10/2018,11:10,18185,18185,18170,18180,2264
05/10/2018,11:15,18175,18190,18175,18185,932
05/10/2018,11:20,18180,18190,18180,18185,402
05/10/2018,11:25,18185,18190,18175,18175,976
05/10/2018,11:30,18175,18190,18175,18190,1328
05/10/2018,11:35,18190,18190,18190,18190,0
05/10/2018,11:40,18190,18190,18190,18190,0
05/10/2018,11:45,18190,18190,18190,18190,0
05/10/2018,11:50,18190,18190,18190,18190,0
05/10/2018,11:55,18190,18190,18190,18190,0
05/10/2018,12:00,18190,18190,18190,18190,0
05/10/2018,12:05,18190,18190,18190,18190,0
05/10/2018,12:10,18190,18190,18190,18190,0
05/10/2018,12:15,18190,18190,18190,18190,0
05/10/2018,12:20,18190,18190,18190,18190,0
05/10/2018,12:25,18190,18190,18190,18190,0
05/10/2018,12:30,18190,18190,18190,18190,0
05/10/2018,12:35,18190,18190,18190,18190,0
05/10/2018,12:40,18190,18190,18190,18190,0
05/10/2018,12:45,18190,18190,18190,18190,0
05/10/2018,12:50,18190,18190,18190,18190,0
05/10/2018,12:55,18190,18190,18190,18190,0
05/10/2018,13:00,18190,18190,18190,18190,0
05/10/2018,13:05,18190,18190,18190,18190,0
05/10/2018,13:10,18190,18190,18190,18190,0
05/10/2018,13:15,18190,18190,18190,18190,0
05/10/2018,13:20,18190,18190,18190,18190,0
05/10/2018,13:25,18190,18190,18190,18190,0
05/10/2018,13:30,18190,18190,18190,18190,0
05/10/2018,13:35,18185,18205,18185,18200,2910
05/10/2018,13:40,18200,18210,18195,18210,938
05/10/2018,13:45,18205,18240,18205,18235,9302
05/10/2018,13:50,18235,18240,18220,18230,1374
05/10/2018,13:55,18230,18230,18220,18230,828
05/10/2018,14:00,18225,18230,18225,18225,830
05/10/2018,14:05,18225,18250,18225,18250,3174
05/10/2018,14:10,18245,18260,18240,18245,4034
05/10/2018,14:15,18250,18250,18240,18250,1594
05/10/2018,14:20,18255,18260,18250,18260,1316
05/10/2018,14:25,18255,18265,18250,18255,2614
05/10/2018,14:30,18255,18260,18250,18255,862
05/10/2018,14:35,18255,18255,18240,18245,1298
05/10/2018,14:40,18245,18250,18225,18225,2640
05/10/2018,14:45,18230,18240,18225,18235,838
05/10/2018,14:50,18240,18240,18225,18235,1328
05/10/2018,14:55,18235,18235,18230,18230,818
05/10/2018,15:00,18230,18240,18225,18240,2350
05/11/2018,09:05,18205,18210,18185,18190,4994
05/11/2018,09:10,18195,18200,18180,18185,3376
05/11/2018,09:15,18180,18210,18180,18200,5298
05/11/2018,09:20,18205,18205,18190,18205,7774
05/11/2018,09:25,18205,18215,18195,18215,2578
05/11/2018,09:30,18210,18220,18210,18215,1714
05/11/2018,09:35,18215,18220,18205,18215,1172
05/11/2018,09:40,18215,18235,18215,18225,2012
05/11/2018,09:45,18230,18245,18225,18230,5210
05/11/2018,09:50,18230,18240,18230,18230,1346
05/11/2018,09:55,18235,18235,18230,18230,1788
05/11/2018,10:00,18235,18235,18215,18220,1224
05/11/2018,10:05,18220,18230,18220,18225,636
05/11/2018,10:10,18230,18245,18225,18245,1418
05/11/2018,10:15,18245,18255,18235,18255,3962
05/11/2018,10:20,18255,18255,18255,18255,0
05/11/2018,10:25,18255,18255,18255,18255,0
05/11/2018,10:30,18255,18255,18255,18255,0
05/11/2018,10:35,18255,18275,18245,18275,7026
05/11/2018,10:40,18270,18285,18260,18260,7416
05/11/2018,10:45,18265,18275,18260,18265,1796
05/11/2018,10:50,18260,18265,18255,18260,1466
05/11/2018,10:55,18260,18270,18255,18260,1682
05/11/2018,11:00,18255,18270,18255,18270,1198
05/11/2018,11:05,18270,18290,18265,18280,5908
05/11/2018,11:10,18285,18295,18280,18290,5636
05/11/2018,11:15,18285,18295,18275,18280,2434
05/11/2018,11:20,18280,18295,18280,18290,1892
05/11/2018,11:25,18285,18295,18285,18290,1364
05/11/2018,11:30,18285,18295,18275,18285,1938
05/11/2018,11:35,18285,18285,18285,18285,0
05/11/2018,11:40,18285,18285,18285,18285,0
05/11/2018,11:45,18285,18285,18285,18285,0
05/11/2018,11:50,18285,18285,18285,18285,0
05/11/2018,11:55,18285,18285,18285,18285,0
05/11/2018,12:00,18285,18285,18285,18285,0
05/11/2018,12:05,18285,18285,18285,18285,0
05/11/2018,12:10,18285,18285,18285,18285,0
05/11/2018,12:15,18285,18285,18285,18285,0
05/11/2018,12:20,18285,18285,18285,18285,0
05/11/2018,12:25,18285,18285,18285,18285,0
05/11/2018,12:30,18285,18285,18285,18285,0
05/11/2018,12:35,18285,18285,18285,18285,0
05/11/2018,12:40,18285,18285,18285,18285,0
05/11/2018,12:45,18285,18285,18285,18285,0
05/11/2018,12:50,18285,18285,18285,18285,0
05/11/2018,12:55,18285,18285,18285,18285,0
05/11/2018,13:00,18285,18285,18285,18285,0
05/11/2018,13:05,18285,18285,18285,18285,0
05/11/2018,13:10,18285,18285,18285,18285,0
05/11/2018,13:15,18285,18285,18285,18285,0
05/11/2018,13:20,18285,18285,18285,18285,0
05/11/2018,13:25,18285,18285,18285,18285,0
05/11/2018,13:30,18280,18280,18280,18280,114
05/11/2018,13:35,18275,18290,18275,18275,3358
05/11/2018,13:40,18270,18280,18260,18260,4292
05/11/2018,13:45,18260,18265,18250,18255,2016
05/11/2018,13:50,18255,18260,18250,18255,1702
05/11/2018,13:55,18255,18260,18250,18260,1108
05/11/2018,14:00,18260,18260,18245,18250,2162
05/11/2018,14:05,18245,18255,18245,18245,1798
05/11/2018,14:10,18250,18250,18240,18245,806
05/11/2018,14:15,18245,18250,18240,18245,1318
05/11/2018,14:20,18245,18250,18245,18245,254
05/11/2018,14:25,18250,18255,18240,18240,1228
05/11/2018,14:30,18240,18245,18230,18230,2592
05/11/2018,14:35,18230,18235,18185,18195,11156
05/11/2018,14:40,18195,18215,18195,18205,3690
05/11/2018,14:45,18205,18215,18200,18200,1736
05/11/2018,14:50,18205,18220,18200,18220,1614
05/11/2018,14:55,18220,18220,18205,18205,2548
05/11/2018,15:00,18205,18215,18205,18205,2568
05/14/2018,09:05,18220,18255,18215,18255,7918
05/14/2018,09:10,18250,18255,18235,18240,2554
05/14/2018,09:15,18245,18245,18220,18235,3800
05/14/2018,09:20,18235,18235,18230,18230,824
05/14/2018,09:25,18230,18250,18230,18245,3092
05/14/2018,09:30,18245,18250,18240,18245,1978
05/14/2018,09:35,18245,18250,18240,18240,1670
05/14/2018,09:40,18240,18245,18235,18240,890
05/14/2018,09:45,18245,18245,18235,18240,758
05/14/2018,09:50,18240,18245,18235,18245,964
05/14/2018,09:55,18245,18255,18245,18250,1844
05/14/2018,10:00,18250,18265,18250,18255,2426
05/14/2018,10:05,18255,18260,18245,18250,1146
05/14/2018,10:10,18250,18255,18245,18250,752
05/14/2018,10:15,18250,18260,18245,18260,1440
05/14/2018,10:20,18260,18260,18260,18260,0
05/14/2018,10:25,18260,18260,18260,18260,0
05/14/2018,10:30,18260,18260,18260,18260,0
05/14/2018,10:35,18260,18260,18250,18260,1376
05/14/2018,10:40,18255,18265,18255,18255,910
05/14/2018,10:45,18255,18265,18255,18260,568
05/14/2018,10:50,18255,18270,18255,18270,1598
05/14/2018,10:55,18270,18290,18265,18280,7948
05/14/2018,11:00,18280,18285,18265,18285,1814
05/14/2018,11:05,18285,18285,18275,18280,786
05/14/2018,11:10,18280,18290,18270,18290,2968
05/14/2018,11:15,18290,18290,18275,18280,1172
05/14/2018,11:20,18280,18285,18270,18285,1932
05/14/2018,11:25,18285,18285,18280,18280,1114
05/14/2018,11:30,18280,18285,18275,18280,940
05/14/2018,11:35,18280,18280,18280,18280,0
05/14/2018,11:40,18280,18280,18280,18280,0
05/14/2018,11:45,18280,18280,18280,18280,0
05/14/2018,11:50,18280,18280,18280,18280,0
05/14/2018,11:55,18280,18280,18280,18280,0
05/14/2018,12:00,18280,18280,18280,18280,0
05/14/2018,12:05,18280,18280,18280,18280,0
05/14/2018,12:10,18280,18280,18280,18280,0
05/14/2018,12:15,18280,18280,18280,18280,0
05/14/2018,12:20,18280,18280,18280,18280,0
05/14/2018,12:25,18280,18280,18280,18280,0
05/14/2018,12:30,18280,18280,18280,18280,0
05/14/2018,12:35,18280,18280,18280,18280,0
05/14/2018,12:40,18280,18280,18280,18280,0
