Time,Time Code,Country Name,Country Code,Urban population (% of total population) [SP.URB.TOTL.IN.ZS],"Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]"
2013,YR2013,Portugal,PRT,62.352,5.2709698677063
2013,YR2013,Slovak Republic,SVK,54.14,4.08405017852783
2013,YR2013,Slovenia,SVN,53.332,5.4057297706604
2013,YR2013,Spain,ESP,79.133,4.35101985931396
2013,YR2013,Sweden,SWE,85.936,7.61120986938477
2013,YR2013,Switzerland,CHE,73.674,4.8690299987793
2013,YR2013,Turkiye,TUR,72.531,..
2013,YR2013,United Kingdom,GBR,82.102,5.50078010559082
2013,YR2013,United States,USA,81.299,..
2014,YR2014,Australia,AUS,85.602,5.1646900177002
2014,YR2014,Austria,AUT,57.526,5.44761991500854
2014,YR2014,Belgium,BEL,97.833,6.59046983718872
2014,YR2014,Canada,CAN,81.218,..
2014,YR2014,Chile,CHL,87.303,4.73094987869263
2014,YR2014,Czechia,CZE,73.384,3.96522998809814
2014,YR2014,Denmark,DNK,87.41,7.634850025177
2014,YR2014,Estonia,EST,68.269,4.39433002471924
2014,YR2014,Finland,FIN,85.175,7.10236978530884
2014,YR2014,France,FRA,79.394,..
2014,YR2014,Germany,DEU,77.19,4.92102003097534
2014,YR2014,Greece,GRC,77.702,..
2014,YR2014,Hungary,HUN,70.227,4.6003999710083
2014,YR2014,Iceland,ISL,93.667,7.6414098739624
2014,YR2014,Ireland,IRL,62.34,4.87849998474121
2014,YR2014,Israel,ISR,92.104,5.76681995391846
2014,YR2014,Italy,ITA,69.272,4.06127977371216
2014,YR2014,Japan,JPN,91.304,3.55158996582031
2014,YR2014,"Korea, Rep.",KOR,81.707,..
2014,YR2014,Latvia,LVA,67.952,5.28122997283936
2014,YR2014,Lithuania,LTU,67.108,4.48657989501953
2014,YR2014,Luxembourg,LUX,89.884,3.85569000244141
2014,YR2014,Mexico,MEX,78.993,5.25747013092041
2014,YR2014,Netherlands,NLD,89.69,5.458899974823
2014,YR2014,New Zealand,NZL,86.281,6.34243011474609
2014,YR2014,Norway,NOR,80.692,7.69504022598267
2014,YR2014,Poland,POL,60.403,4.93554019927979
2014,YR2014,Portugal,PRT,62.936,5.12400007247925
2014,YR2014,Slovak Republic,SVK,54,4.23041009902954
2014,YR2014,Slovenia,SVN,53.557,5.29169988632202
2014,YR2014,Spain,ESP,79.366,4.30338001251221
2014,YR2014,Sweden,SWE,86.247,7.57372999191284
2014,YR2014,Switzerland,CHE,73.696,4.87779998779297
2014,YR2014,Turkiye,TUR,73.077,..
2014,YR2014,United Kingdom,GBR,82.365,5.56450986862183
2014,YR2014,United States,USA,81.483,..
2015,YR2015,Australia,AUS,85.701,5.31583976745605
2015,YR2015,Austria,AUT,57.715,5.45658016204834
2015,YR2015,Belgium,BEL,97.876,6.4515700340271
2015,YR2015,Canada,CAN,81.259,..
2015,YR2015,Chile,CHL,87.36,4.87530994415283
2015,YR2015,Czechia,CZE,73.477,5.75182008743286
2015,YR2015,Denmark,DNK,87.526,..
2015,YR2015,Estonia,EST,68.416,5.14418983459473
2015,YR2015,Finland,FIN,85.225,7.03208017349243
2015,YR2015,France,FRA,79.655,..
2015,YR2015,Germany,DEU,77.2,4.85515022277832
2015,YR2015,Greece,GRC,78.046,3.66139006614685
2015,YR2015,Hungary,HUN,70.5,4.49410009384155
2015,YR2015,Iceland,ISL,93.7,7.4579701423645
2015,YR2015,Ireland,IRL,62.538,3.75876998901367
2015,YR2015,Israel,ISR,92.179,5.86211013793945
2015,YR2015,Italy,ITA,69.565,4.07362985610962
2015,YR2015,Japan,JPN,91.381,..
2015,YR2015,"Korea, Rep.",KOR,81.634,..
2015,YR2015,Latvia,LVA,67.98,5.28251981735229
2015,YR2015,Lithuania,LTU,67.23,4.2271900177002
2015,YR2015,Luxembourg,LUX,90.179,3.76792001724243
2015,YR2015,Mexico,MEX,79.285,5.22942018508911
2015,YR2015,Netherlands,NLD,90.173,5.34815979003906
2015,YR2015,New Zealand,NZL,86.341,6.32505989074707
2015,YR2015,Norway,NOR,81.091,7.5693302154541
2015,YR2015,Poland,POL,60.278,4.80993986129761
2015,YR2015,Portugal,PRT,63.514,4.88554000854492
2015,YR2015,Slovak Republic,SVK,53.889,4.59206008911133
2015,YR2015,Slovenia,SVN,53.781,4.90953016281128
2015,YR2015,Spain,ESP,79.602,4.28657007217407
2015,YR2015,Sweden,SWE,86.553,7.4439001083374
2015,YR2015,Switzerland,CHE,73.718,4.93844985961914
2015,YR2015,Turkiye,TUR,73.611,..
2015,YR2015,United Kingdom,GBR,82.626,5.51411008834839
2015,YR2015,United States,USA,81.671,4.95341014862061
2016,YR2016,Australia,AUS,85.8,5.28623008728027
2016,YR2016,Austria,AUT,57.905,5.4796199798584
2016,YR2016,Belgium,BEL,97.919,6.46173000335693
2016,YR2016,Canada,CAN,81.3,..
2016,YR2016,Chile,CHL,87.422,5.34201002120972
2016,YR2016,Czechia,CZE,73.57,5.55373001098633
2016,YR2016,Denmark,DNK,87.642,..
2016,YR2016,Estonia,EST,68.563,5.15763998031616
2016,YR2016,Finland,FIN,85.275,6.85153007507324
2016,YR2016,France,FRA,79.917,..
2016,YR2016,Germany,DEU,77.224,4.83923006057739
2016,YR2016,Greece,GRC,78.387,..
2016,YR2016,Hungary,HUN,70.779,4.61454010009766
2016,YR2016,Iceland,ISL,93.735,7.43219995498657
2016,YR2016,Ireland,IRL,62.737,3.74212002754211
2016,YR2016,Israel,ISR,92.256,5.85578012466431
2016,YR2016,Italy,ITA,69.855,3.81578993797302
2016,YR2016,Japan,JPN,91.457,3.14643001556396
2016,YR2016,"Korea, Rep.",KOR,81.562,4.33309984207153
2016,YR2016,Latvia,LVA,68.021,4.65749979019165
2016,YR2016,Lithuania,LTU,67.366,4.004310131073
2016,YR2016,Luxembourg,LUX,90.46,..
2016,YR2016,Mexico,MEX,79.577,4.90681982040405
2016,YR2016,Netherlands,NLD,90.635,5.47959995269775
2016,YR2016,New Zealand,NZL,86.4,6.411789894104
2016,YR2016,Norway,NOR,81.485,8.03055000305176
2016,YR2016,Poland,POL,60.178,4.63339996337891
2016,YR2016,Portugal,PRT,64.086,..
2016,YR2016,Slovak Republic,SVK,53.806,3.91286993026733
2016,YR2016,Slovenia,SVN,54.02,4.79266977310181
2016,YR2016,Spain,ESP,79.84,4.22764015197754
2016,YR2016,Sweden,SWE,86.852,7.61861991882324
2016,YR2016,Switzerland,CHE,73.739,4.92645978927612
2016,YR2016,Turkiye,TUR,74.134,..
2016,YR2016,United Kingdom,GBR,82.886,5.37532997131348
2016,YR2016,United States,USA,81.862,4.79815006256104
2017,YR2017,Australia,AUS,85.904,5.13680982589722
2017,YR2017,Austria,AUT,58.094,5.37159013748169
2017,YR2017,Belgium,BEL,97.961,6.42534017562866
2017,YR2017,Canada,CAN,81.35,..
2017,YR2017,Chile,CHL,87.49,5.41966009140015
2017,YR2017,Czechia,CZE,73.675,3.80615997314453
2017,YR2017,Denmark,DNK,87.757,7.75243997573853
2017,YR2017,Estonia,EST,68.717,4.96131992340088
2017,YR2017,Finland,FIN,85.325,6.36311006546021
2017,YR2017,France,FRA,80.18,5.45160007476807
2017,YR2017,Germany,DEU,77.261,4.87182998657227
2017,YR2017,Greece,GRC,78.724,3.47708988189697
2017,YR2017,Hungary,HUN,71.062,4.61409997940063
2017,YR2017,Iceland,ISL,93.773,7.58385992050171
2017,YR2017,Ireland,IRL,62.947,3.50928997993469
2017,YR2017,Israel,ISR,92.336,6.05790996551514
2017,YR2017,Italy,ITA,70.144,4.04493999481201
2017,YR2017,Japan,JPN,91.535,3.13057994842529
2017,YR2017,"Korea, Rep.",KOR,81.503,4.32823991775513
2017,YR2017,Latvia,LVA,68.075,4.36671018600464
2017,YR2017,Lithuania,LTU,67.516,3.81220006942749
2017,YR2017,Luxembourg,LUX,90.727,3.48645997047424
2017,YR2017,Mexico,MEX,79.867,4.51821994781494
2017,YR2017,Netherlands,NLD,91.077,5.17509984970093
2017,YR2017,New Zealand,NZL,86.466,6.25973987579346
2017,YR2017,Norway,NOR,81.871,7.91198015213013
2017,YR2017,Poland,POL,60.105,4.5584602355957
2017,YR2017,Portugal,PRT,64.652,5.0156102180481
2017,YR2017,Slovak Republic,SVK,53.751,3.94278001785278
2017,YR2017,Slovenia,SVN,54.273,4.78053998947144
2017,YR2017,Spain,ESP,80.08,4.20777988433838
2017,YR2017,Sweden,SWE,87.146,7.56883001327515
2017,YR2017,Switzerland,CHE,73.761,4.9515700340271
2017,YR2017,Turkiye,TUR,74.644,..
2017,YR2017,United Kingdom,GBR,83.143,5.38499021530151
2017,YR2017,United States,USA,82.058,5.10922002792358
,,,,,
,,,,,
,,,,,
Data from database: World Development Indicators,,,,,
Last Updated: 09/16/2022,,,,,
