"","year","country_code","pct_urban_popl","pct_pop_growth","pct_agri_land","pct_agri_val_add"
"1",2000,1,84.235,1.19227232344832,59.2881038230738,3.11490323731114
"2",2000,2,60.213,0.240466652446524,35.630150266602,1.64730021298979
"3",2000,3,97.129,0.242517956221334,45.891677675033,1.17600527973714
"4",2000,4,79.478,0.931281553452429,6.83580221714355,2.09165300710719
"5",2000,5,86.073,1.17718527887184,20.3219229300151,5.08296243051118
"6",2000,6,73.988,-0.280414108078884,55.3901902420085,3.25052833080989
"7",2000,7,85.1,0.334233618829261,66.175,2.151853225624
"8",2000,8,69.368,0.483707161729931,23.2602028780373,3.88500958820541
"9",2000,9,82.183,0.2076065154133,7.2819199579763,2.95363597719177
"10",2000,10,75.871,0.684945783642239,54.4360781420356,2.0983575513075
"11",2000,11,74.965,0.135431600393084,48.9124516406362,0.994789221891906
"12",2000,12,72.716,0.409041838238246,66.1675717610551,5.43524818135254
"13",2000,13,64.575,-0.259764908288633,65.32024101763,4.93445987752074
"14",2000,14,92.401,1.36919283329812,18.8428927680798,7.00385857422343
"15",2000,15,59.155,1.33304266586712,64.044128320511,2.50492903890048
"16",2000,16,91.203,2.64233191305756,26.1552680221811,1.33047150849241
"17",2000,17,67.222,0.045303631138613,52.8780797922345,2.56361411951499
"18",2000,18,78.649,0.167275578113187,14.4252400548697,1.5178803390325
"19",2000,19,79.621,0.836180864297766,20.4540742276591,3.8577920379894
"20",2000,20,68.067,-0.963935407092365,25.5194690407701,4.4653191603977
"21",2000,21,66.986,-0.703385440488978,54.5309508615188,5.58605077769058
"22",2000,22,84.216,1.34408299573143,49.7191644072932,0.596866957478124
"23",2000,23,74.722,1.4410967038977,54.6979088968338,3.32308631189687
"24",2000,24,76.795,0.714770362784392,58.0005924170616,2.29863696801156
"25",2000,25,86.021,0.587564086381346,58.5355664425962,7.75290180992832
"26",2000,26,76.02,0.649044821192665,2.85288738487148,1.82301531961815
"27",2000,27,61.716,-1.04433539837844,60.1162297169349,3.12672432106006
"28",2000,28,54.399,0.702859953319024,43.2391256830601,3.10974828415915
"29",2000,29,56.233,-0.135376487794425,50.7276507276507,1.71030559393339
"30",2000,30,50.754,0.29607496005045,25.7199602780536,3.08556322926251
"31",2000,31,76.262,0.447137014535835,59.6513026052104,3.74530563354845
"32",2000,31,84.026,0.160575484575313,7.30127704223281,1.94285989541354
"33",2000,33,73.383,0.561954617400164,39.6214958000202,1.05153529982011
"34",2000,34,64.741,1.51810979845438,52.5954029858503,10.0328526543258
"35",2000,35,78.651,0.357300887421605,70.1194560410036,0.850705507510241
"36",2000,36,79.057,1.11276899679534,45.2305848555761,1.15055536360653
"37",2001,1,84.1,1.34835834227145,59.3181729429988,3.50219780997615
"38",2001,2,59.934,0.382799394483217,35.3380998545807,1.67070339573168
"39",2001,3,97.186,0.343951157623668,45.7992073976222,1.10935029767163
"40",2001,4,79.81,1.08635096562717,6.83816244106634,2.11789067175753
"41",2001,5,86.363,1.12619894374837,20.3757202111005,4.06242026416145
"42",2001,6,73.877,-0.375719704335905,55.3643069755403,3.20352708630753
"43",2001,7,85.15,0.358315678955486,66.9,2.33950941505079
"44",2001,8,69.242,-0.63696312445507,20.9955178108044,3.49396864407665
"45",2001,9,82.368,0.227687341886374,7.2950523654749,2.76433332411428
"46",2001,10,76.127,0.727789664461319,54.2642270260991,2.10700819139254
"47",2001,11,75.17,0.168225361337335,48.8220120378332,1.08343229583805
"48",2001,12,72.913,0.51988446396193,65.4615981380915,5.20270209625701
"49",2001,13,64.67,-0.229379183308447,65.4429814773488,4.91438887698312
"50",2001,14,92.532,1.32929525456819,18.8428927680798,7.48486716532358
"51",2001,15,59.399,1.59215149039299,64.0150965307011,1.99385983232223
"52",2001,16,91.267,2.35711729946802,25.9242144177449,1.53744213546385
"53",2001,17,67.282,0.0561676014374784,52.4215637871215,2.48963145584114
"54",2001,18,79.99,0.240952587521069,13.1495198902606,1.36750619152798
"55",2001,19,79.94,0.767241774760276,20.1054372544966,3.56581902129398
"56",2001,20,67.95,-1.29148694354873,25.4069776784997,4.41345812396173
"57",2001,21,66.919,-0.824008723044179,46.2029355456286,4.87429863580582
"58",2001,22,84.843,1.19045634528707,49.7191644072932,0.560287361469729
"59",2001,23,75.045,1.40395986845276,54.8110805319067,3.40326534775438
"60",2001,24,77.83,0.754840057734904,56.9520142180095,2.22461562086905
"61",2001,25,86.1,0.589286034969052,58.5545554669401,7.98138479706632
"62",2001,26,76.378,0.506046910557235,2.86657686368565,1.58869172655478
"63",2001,27,61.761,-0.0275871247282958,58.0756799111953,3.25341501737577
"64",2001,28,55.044,0.705230637323876,42.1182513661202,2.96074957358316
"65",2001,29,56.163,-0.18301227099618,46.8814968814969,2.12021767859932
"66",2001,30,50.78,0.157498742047657,25.3227408142999,2.78807125237532
"67",2001,31,76.343,0.694068084334464,59.2152772205729,3.67764014761916
"68",2001,31,84.071,0.268470527954234,7.49718232718294,1.94493737546086
"69",2001,33,73.375,0.632771238018431,39.5364724337727,0.91885973243129
"70",2001,34,65.34,1.49422662100438,53.2307732286943,8.78803796915921
"71",2001,35,78.751,0.384975969564228,70.0739883437358,0.782120850455726
"72",2001,36,79.234,0.989741382223669,45.2900702036254,1.1292569744094
"73",2002,1,84.222,1.22056378534358,58.1856995951733,3.94915687175001
"74",2002,2,59.655,0.49198046425522,35.1696558410082,1.56277441149196
"75",2002,3,97.241,0.448268894821562,45.8751651254954,1.03313414275776
"76",2002,4,79.888,1.08744792718674,6.92547841246365,1.98762322116267
