"","year","country_code","pct_GDP_val_add_by_serv","pct_urban_popl","pct_GDP_govt_exp_on_edu"
"160",2009,35,66.6691942632771,68.209,4.52371978759766
"161",2009,1,55.9985720302947,81.835,2.86999988555908
"162",2009,2,65.8612670057823,67.814,5.52265977859497
"163",2009,3,62.5770517657814,66.842,5.58523988723755
"164",2010,5,65.6899677478282,85.182,5.54303979873657
"165",2010,6,62.2941578518769,57.399,5.70047998428345
"166",2010,7,67.6576340646489,97.651,6.44259023666382
"167",2010,8,65.7334191252823,80.937,5.356369972229
"168",2010,9,53.8127811770917,87.074,4.16208982467651
"169",2010,10,55.7881674084055,73.255,4.03350019454956
"170",2010,11,65.3884134359863,86.795,8.55955028533936
"171",2010,12,59.9220424685995,68.094,5.51778984069824
"172",2010,13,58.9429317062022,83.77,6.50444984436035
"173",2010,15,62.2586569957885,76.966,4.94367980957031
"174",2010,17,56.6767138142758,68.911,4.72175979614258
"175",2010,18,61.8864348170265,93.574,6.9442400932312
"176",2010,19,66.6828052329585,61.542,6.05136013031006
"177",2010,20,66.8198555085991,91.826,5.51981019973755
"178",2010,21,66.313973852083,68.327,4.33411979675293
"179",2010,22,70.5441965333058,90.812,3.59951996803284
"180",2010,23,54.6983573101453,81.936,2.83999991416931
"181",2010,24,64.4882844850558,67.841,5.03881978988647
"182",2010,25,60.7263016798309,66.757,5.29786014556885
"183",2011,27,64.6260873490195,85.3,5.06995010375977
"184",2011,28,62.2762436725454,57.115,5.59226989746094
"185",2011,29,67.9727359630266,97.698,6.43199014663696
"186",2011,30,64.7982061516417,81.096,5.26205015182495
"187",2011,31,54.3697640865635,87.132,4.04518985748291
"188",2011,31,54.6823086199694,73.185,4.24209022521973
"189",2011,33,64.7281586144857,86.957,8.48486042022705
"190",2011,34,58.2904046085279,67.965,5.01449012756348
"191",2011,35,59.3066596632289,84.313,6.44504976272583
"192",2011,1,61.79435394051,77.16,4.82487010955811
"193",2011,3,56.0155583565869,69.358,4.56132984161377
"194",2011,4,61.092517806159,93.587,6.78997993469238
"195",2011,5,64.5333112446079,61.742,5.82904005050659
"196",2011,6,67.3959831668705,91.892,5.54936981201172
"197",2011,7,66.1845859768924,68.444,4.11568021774292
"198",2011,8,71.6911224449386,91.069,3.60527992248535
"199",2011,10,64.1286764110618,67.869,5.07161998748779
"200",2011,11,58.4836119281284,66.741,5.11343002319336
"201",2012,13,65.161981165539,85.402,4.86787986755371
"202",2012,14,62.0008552248552,57.147,5.48040008544922
"203",2012,18,54.7651306753484,73.197,4.22070980072021
"204",2012,19,64.2842658064722,87.142,7.23782014846802
"205",2012,20,58.8032706055731,67.974,4.71772003173828
"206",2012,21,60.6893258454911,84.841,7.14803981781006
"207",2012,23,61.6867311888275,77.17,4.95658016204834
"208",2012,25,55.2858443213656,69.678,4.14111995697021
"209",2012,26,62.0110719952568,93.6,7.58223009109497
"210",2012,27,64.9019651926854,61.942,5.75268983840942
"211",2012,28,67.8333105079873,91.96,5.67253017425537
"212",2012,29,66.4430892019109,68.684,4.05601978302002
"213",2012,30,71.7471232811569,91.148,3.64741992950439
"214",2012,31,64.4217336303228,67.897,6.58270978927612
"215",2012,33,58.4765689410136,66.864,4.75802993774414
"216",2012,34,78.8749543859531,89.249,3.87815999984741
"217",2013,35,66.2504702386144,85.502,5.22923994064331
"218",2013,36,62.3265831085282,57.336,5.54711008071899
"219",2013,1,68.7718896355121,97.789,6.63052988052368
"220",2013,3,57.2209852364053,87.246,4.52942991256714
"221",2013,4,54.6146565701404,73.29,4.04676008224487
"222",2013,5,65.1508646705488,87.292,8.49442958831787
"223",2013,6,59.1738872380965,68.122,4.84388017654419
"224",2013,7,60.4426368312606,85.125,7.12404012680054
"225",2013,9,62.1917939779821,77.18,4.93538999557495
"226",2013,11,55.4994955488647,69.953,4.18772983551025
"227",2013,12,62.9140735769685,93.633,7.44868993759155
"228",2013,13,66.0021725286358,62.141,5.34205007553101
"229",2013,14,68.0035386516852,92.031,5.85425996780396
"230",2013,15,66.6853159566512,68.979,4.14367008209229
"231",2013,16,71.6207726116305,91.226,3.62496995925903
"232",2013,18,64.7953735129573,67.925,6.99697017669678
"233",2013,19,59.7291014742459,66.986,4.60233020782471
"234",2014,21,65.6862800295017,85.602,5.1646900177002
"235",2014,22,62.6537932745237,57.526,5.44761991500854
"236",2014,23,69.1611458268456,97.833,6.59046983718872
"237",2014,25,57.1528758804213,87.303,4.73094987869263
"238",2014,26,54.1932998693441,73.384,3.96522998809814
"239",2014,27,65.5986076830489,87.41,7.634850025177
"240",2014,28,59.2651688982357,68.269,4.39433002471924
"241",2014,29,60.7355350730073,85.175,7.10236978530884
"242",2014,31,62.1085730487151,77.19,4.92102003097534
"243",2014,33,54.8840054551538,70.227,4.6003999710083
"244",2014,34,63.7672496581423,93.667,7.6414098739624
"245",2014,35,65.4876112606807,62.34,4.87849998474121
"246",2014,36,67.959847482593,92.104,5.76681995391846
"247",2014,1,67.0857037729254,69.272,4.06127977371216
"248",2014,2,70.8840213488149,91.304,3.55158996582031
"249",2014,4,65.5721951788134,67.952,5.28122997283936
"250",2014,5,59.4997073779012,67.108,4.48657989501953
"251",2014,6,78.2098746195357,89.884,3.85569000244141
"252",2015,7,67.2304271728744,85.701,5.31583976745605
"253",2015,8,62.8806356002249,57.715,5.45658016204834
"254",2015,9,69.2286131028117,97.876,6.4515700340271
"255",2015,11,58.3447093583013,87.36,4.87530994415283
"256",2015,12,54.0574197395326,73.477,5.75182008743286
"257",2015,14,59.9946528009154,68.416,5.14418983459473
"258",2015,15,60.8226695366275,85.225,7.03208017349243
"259",2015,17,62.1545645004593,77.2,4.85515022277832
"260",2015,18,69.9937499738829,78.046,3.66139006614685
"261",2015,19,54.0949640679413,70.5,4.49410009384155
"262",2015,20,64.3660597364996,93.7,7.4579701423645
"263",2015,21,53.5578915140597,62.538,3.75876998901367
"264",2015,22,68.5315579086489,92.179,5.86211013793945
"265",2015,23,66.9714230482283,69.565,4.07362985610962
"266",2015,26,65.3608035381228,67.98,5.28251981735229
"267",2015,27,59.905017707796,67.23,4.2271900177002
"268",2015,28,79.7312744577697,90.179,3.76792001724243
"269",2016,29,68.2213297107394,85.8,5.28623008728027
"270",2016,30,62.6034907780993,57.905,5.4796199798584
"271",2016,31,69.3755634056779,97.919,6.46173000335693
"272",2016,33,58.982636332627,87.422,5.34201002120972
"273",2016,34,54.4522025077587,73.57,5.55373001098633
"274",2016,36,60.0342193801611,68.563,5.15763998031616
"275",2016,1,60.343052069254,85.275,6.85153007507324
"276",2016,3,61.770609364732,77.224,4.83923006057739
"277",2016,5,55.4571585527016,70.779,4.61454010009766
"278",2016,6,65.5240569811785,93.735,7.43219995498657
"279",2016,7,54.7473704556635,62.737,3.74212002754211
"280",2016,8,69.3886690395081,92.256,5.85578012466431
"281",2016,9,66.6499821793636,69.855,3.81578993797302
"282",2016,10,69.8870573141604,91.457,3.14643001556396
"283",2016,11,55.3586393130986,81.562,4.33309984207153
"284",2016,12,65.5907669619449,68.021,4.65749979019165
"285",2016,13,60.9366060491549,67.366,4.004310131073
"286",2017,15,67.0145295268497,85.904,5.13680982589722
"287",2017,16,62.5629819342208,58.094,5.37159013748169
"288",2017,17,69.3106910884864,97.961,6.42534017562866
"289",2017,19,58.2768071532191,87.49,5.41966009140015
"290",2017,20,55.0961768181261,73.675,3.80615997314453
"291",2017,21,64.906321442337,87.757,7.75243997573853
"292",2017,22,60.3672359550675,68.717,4.96131992340088
"293",2017,23,59.7642078470709,85.325,6.36311006546021
"294",2017,24,70.2853682807471,80.18,5.45160007476807
"295",2017,25,61.79703473353,77.261,4.87182998657227
"296",2017,26,69.6626665148474,78.724,3.47708988189697
"297",2017,27,55.8937360539759,71.062,4.61409997940063
"298",2017,28,65.5977198862372,93.773,7.58385992050171
"299",2017,29,54.9238192358589,62.947,3.50928997993469
"300",2017,30,70.494545666425,92.336,6.05790996551514
"301",2017,31,66.4310597164747,70.144,4.04493999481201
"302",2017,31,69.5357755666973,91.535,3.13057994842529
"303",2017,33,54.8477903393924,81.503,4.32823991775513
"304",2017,34,64.7639548327734,68.075,4.36671018600464
"305",2017,35,60.4381268302661,67.516,3.81220006942749
"306",2017,36,80.0810053034631,90.727,3.48645997047424
