Time,Time Code,Country Name,Country Code,"Services, value added (% of GDP) [NV.SRV.TOTL.ZS]",Urban population (% of total population) [SP.URB.TOTL.IN.ZS],"Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]"
2010,YR2010,Japan,JPN,70.5441965333058,90.812,3.59951996803284
2010,YR2010,"Korea, Rep.",KOR,54.6983573101453,81.936,2.83999991416931
2010,YR2010,Latvia,LVA,64.4882844850558,67.841,5.03881978988647
2010,YR2010,Lithuania,LTU,60.7263016798309,66.757,5.29786014556885
2010,YR2010,Luxembourg,LUX,78.9069308415746,88.547,..
2010,YR2010,Netherlands,NLD,68.372635863996,87.134,5.48908996582031
2010,YR2010,New Zealand,NZL,64.3988944733503,86.16,7.00039005279541
2010,YR2010,Norway,NOR,52.7255285495271,79.102,6.74633979797363
2010,YR2010,Poland,POL,56.2700609049766,60.892,5.0630202293396
2010,YR2010,Portugal,PRT,66.0645589650274,60.567,5.41248989105225
2010,YR2010,Slovak Republic,SVK,58.4471153589948,54.685,4.06091022491455
2010,YR2010,Slovenia,SVN,58.7564554734751,52.658,5.54546022415161
2010,YR2010,Spain,ESP,66.2773408258903,78.442,4.85608005523682
2010,YR2010,Sweden,SWE,62.8301415303025,85.056,6.52268981933594
2010,YR2010,Switzerland,CHE,70.8447395181544,73.607,4.76562976837158
2010,YR2010,United Kingdom,GBR,70.6144728150131,81.302,5.66824007034302
2010,YR2010,United States,USA,76.2772193576192,80.772,..
2010,YR2010,Mexico,MEX,60.3628174693829,77.815,5.15922021865845
2010,YR2010,Turkiye,TUR,54.5443170487086,70.825,..
2011,YR2011,Australia,AUS,64.6260873490195,85.3,5.06995010375977
2011,YR2011,Austria,AUT,62.2762436725454,57.115,5.59226989746094
2011,YR2011,Belgium,BEL,67.9727359630266,97.698,6.43199014663696
2011,YR2011,Canada,CAN,64.7982061516417,81.096,5.26205015182495
2011,YR2011,Chile,CHL,54.3697640865635,87.132,4.04518985748291
2011,YR2011,Czechia,CZE,54.6823086199694,73.185,4.24209022521973
2011,YR2011,Denmark,DNK,64.7281586144857,86.957,8.48486042022705
2011,YR2011,Estonia,EST,58.2904046085279,67.965,5.01449012756348
2011,YR2011,Finland,FIN,59.3066596632289,84.313,6.44504976272583
2011,YR2011,France,FRA,70.1796908134547,78.622,..
2011,YR2011,Germany,DEU,61.79435394051,77.16,4.82487010955811
2011,YR2011,Greece,GRC,70.1497275432319,76.649,..
2011,YR2011,Hungary,HUN,56.0155583565869,69.358,4.56132984161377
2011,YR2011,Iceland,ISL,61.092517806159,93.587,6.78997993469238
2011,YR2011,Ireland,IRL,64.5333112446079,61.742,5.82904005050659
2011,YR2011,Israel,ISR,67.3959831668705,91.892,5.54936981201172
2011,YR2011,Italy,ITA,66.1845859768924,68.444,4.11568021774292
2011,YR2011,Japan,JPN,71.6911224449386,91.069,3.60527992248535
2011,YR2011,"Korea, Rep.",KOR,54.6498502596086,81.923,..
2011,YR2011,Latvia,LVA,64.1286764110618,67.869,5.07161998748779
2011,YR2011,Lithuania,LTU,58.4836119281284,66.741,5.11343002319336
2011,YR2011,Luxembourg,LUX,78.8372958017318,88.906,..
2011,YR2011,Netherlands,NLD,68.4517320433791,87.879,5.46303987503052
2011,YR2011,New Zealand,NZL,64.3534796385401,86.1,6.93969011306763
2011,YR2011,Norway,NOR,51.0706728977116,79.455,6.4545202255249
2011,YR2011,Poland,POL,55.20654514835,60.78,4.82496976852417
2011,YR2011,Portugal,PRT,66.3460439466341,61.167,5.12333011627197
2011,YR2011,Slovak Republic,SVK,57.683229851465,54.42,3.91519999504089
2011,YR2011,Slovenia,SVN,58.1153929608021,52.883,5.541259765625
2011,YR2011,Spain,ESP,67.6938378191383,78.673,4.8969202041626
2011,YR2011,Sweden,SWE,63.3063074300445,85.297,6.36691999435425
2011,YR2011,Switzerland,CHE,70.566718772849,73.631,4.815269947052
2011,YR2011,United Kingdom,GBR,70.1077981610162,81.57,5.55959987640381
2011,YR2011,United States,USA,75.9014962160953,80.944,..
2011,YR2011,Mexico,MEX,59.9124681240829,78.111,5.10564994812012
2011,YR2011,Turkiye,TUR,53.0461819382094,71.402,..
2012,YR2012,Australia,AUS,65.161981165539,85.402,4.86787986755371
2012,YR2012,Austria,AUT,62.0008552248552,57.147,5.48040008544922
2012,YR2012,Belgium,BEL,68.499101572423,97.744,..
2012,YR2012,Canada,CAN,65.1632411251064,81.137,..
2012,YR2012,Chile,CHL,56.2982132532287,87.189,..
2012,YR2012,Czechia,CZE,54.7651306753484,73.197,4.22070980072021
2012,YR2012,Denmark,DNK,64.2842658064722,87.142,7.23782014846802
2012,YR2012,Estonia,EST,58.8032706055731,67.974,4.71772003173828
2012,YR2012,Finland,FIN,60.6893258454911,84.841,7.14803981781006
2012,YR2012,France,FRA,70.2794996562626,78.878,..
2012,YR2012,Germany,DEU,61.6867311888275,77.17,4.95658016204834
2012,YR2012,Greece,GRC,69.9535938502724,77.004,..
2012,YR2012,Hungary,HUN,55.2858443213656,69.678,4.14111995697021
2012,YR2012,Iceland,ISL,62.0110719952568,93.6,7.58223009109497
2012,YR2012,Ireland,IRL,64.9019651926854,61.942,5.75268983840942
2012,YR2012,Israel,ISR,67.8333105079873,91.96,5.67253017425537
2012,YR2012,Italy,ITA,66.4430892019109,68.684,4.05601978302002
2012,YR2012,Japan,JPN,71.7471232811569,91.148,3.64741992950439
2012,YR2012,"Korea, Rep.",KOR,55.0732047534656,81.851,..
2012,YR2012,Latvia,LVA,64.4217336303228,67.897,6.58270978927612
2012,YR2012,Lithuania,LTU,58.4765689410136,66.864,4.75802993774414
2012,YR2012,Luxembourg,LUX,78.8749543859531,89.249,3.87815999984741
2012,YR2012,Netherlands,NLD,68.7276213462876,88.588,5.4102201461792
2012,YR2012,New Zealand,NZL,65.1016833035234,86.161,7.15993022918701
2012,YR2012,Norway,NOR,51.6152039116709,79.874,7.37470006942749
2012,YR2012,Poland,POL,56.1615382625311,60.654,4.82954978942871
2012,YR2012,Portugal,PRT,66.4363902533881,61.763,4.94940996170044
2012,YR2012,Slovak Republic,SVK,58.1370928611454,54.28,3.87419009208679
2012,YR2012,Slovenia,SVN,57.4621016276821,53.108,5.62023019790649
2012,YR2012,Spain,ESP,68.5306648537143,78.902,4.4693398475647
2012,YR2012,Sweden,SWE,64.1626721908073,85.62,7.5369701385498
2012,YR2012,Switzerland,CHE,71.2484502173477,73.653,4.85834980010986
2012,YR2012,United Kingdom,GBR,70.2665051659884,81.837,..
2012,YR2012,United States,USA,76.1638003426071,81.119,..
2012,YR2012,Mexico,MEX,59.9972480582014,78.405,5.10309982299805
2012,YR2012,Turkiye,TUR,54.0046992278879,71.974,..
2013,YR2013,Australia,AUS,66.2504702386144,85.502,5.22923994064331
2013,YR2013,Austria,AUT,62.3265831085282,57.336,5.54711008071899
2013,YR2013,Belgium,BEL,68.7718896355121,97.789,6.63052988052368
2013,YR2013,Canada,CAN,65.1674412760895,81.178,..
2013,YR2013,Chile,CHL,57.2209852364053,87.246,4.52942991256714
2013,YR2013,Czechia,CZE,54.6146565701404,73.29,4.04676008224487
2013,YR2013,Denmark,DNK,65.1508646705488,87.292,8.49442958831787
2013,YR2013,Estonia,EST,59.1738872380965,68.122,4.84388017654419
2013,YR2013,Finland,FIN,60.4426368312606,85.125,7.12404012680054
2013,YR2013,France,FRA,70.3036904121455,79.135,..
2013,YR2013,Germany,DEU,62.1917939779821,77.18,4.93538999557495
2013,YR2013,Greece,GRC,70.2070407669638,77.355,..
2013,YR2013,Hungary,HUN,55.4994955488647,69.953,4.18772983551025
2013,YR2013,Iceland,ISL,62.9140735769685,93.633,7.44868993759155
2013,YR2013,Ireland,IRL,66.0021725286358,62.141,5.34205007553101
2013,YR2013,Israel,ISR,68.0035386516852,92.031,5.85425996780396
2013,YR2013,Italy,ITA,66.6853159566512,68.979,4.14367008209229
2013,YR2013,Japan,JPN,71.6207726116305,91.226,3.62496995925903
2013,YR2013,"Korea, Rep.",KOR,55.2136030251747,81.779,..
2013,YR2013,Latvia,LVA,64.7953735129573,67.925,6.99697017669678
2013,YR2013,Lithuania,LTU,59.7291014742459,66.986,4.60233020782471
2013,YR2013,Luxembourg,LUX,78.9577970757573,89.574,..
2013,YR2013,Netherlands,NLD,69.0706368108433,89.187,5.52655982971191
2013,YR2013,New Zealand,NZL,64.431061071424,86.221,6.70155000686646
2013,YR2013,Norway,NOR,52.5649057183716,80.286,7.48535013198853
2013,YR2013,Poland,POL,57.2462659194862,60.529,4.97062015533447
2013,YR2013,Portugal,PRT,66.9012206060792,62.352,5.2709698677063
2013,YR2013,Slovak Republic,SVK,59.5983518072184,54.14,4.08405017852783
2013,YR2013,Slovenia,SVN,56.9733918873238,53.332,5.4057297706604
2013,YR2013,Spain,ESP,68.4833997812511,79.133,4.35101985931396
2013,YR2013,Sweden,SWE,65.2103725379453,85.936,7.61120986938477
2013,YR2013,Switzerland,CHE,71.165806084569,73.674,4.8690299987793
2013,YR2013,United Kingdom,GBR,69.9085132071684,82.102,5.50078010559082
2013,YR2013,United States,USA,75.8160535750448,81.299,..
2013,YR2013,Mexico,MEX,61.1063920156291,78.699,4.69605016708374
2013,YR2013,Turkiye,TUR,53.3380620683892,72.531,..
2014,YR2014,Australia,AUS,65.6862800295017,85.602,5.1646900177002
2014,YR2014,Austria,AUT,62.6537932745237,57.526,5.44761991500854
2014,YR2014,Belgium,BEL,69.1611458268456,97.833,6.59046983718872
2014,YR2014,Canada,CAN,64.9019974464847,81.218,..
2014,YR2014,Chile,CHL,57.1528758804213,87.303,4.73094987869263
2014,YR2014,Czechia,CZE,54.1932998693441,73.384,3.96522998809814
2014,YR2014,Denmark,DNK,65.5986076830489,87.41,7.634850025177
2014,YR2014,Estonia,EST,59.2651688982357,68.269,4.39433002471924
2014,YR2014,Finland,FIN,60.7355350730073,85.175,7.10236978530884
2014,YR2014,France,FRA,70.3461075978072,79.394,..
2014,YR2014,Germany,DEU,62.1085730487151,77.19,4.92102003097534
2014,YR2014,Greece,GRC,70.5923231974077,77.702,..
2014,YR2014,Hungary,HUN,54.8840054551538,70.227,4.6003999710083
2014,YR2014,Iceland,ISL,63.7672496581423,93.667,7.6414098739624
2014,YR2014,Ireland,IRL,65.4876112606807,62.34,4.87849998474121
2014,YR2014,Israel,ISR,67.959847482593,92.104,5.76681995391846
2014,YR2014,Italy,ITA,67.0857037729254,69.272,4.06127977371216
2014,YR2014,Japan,JPN,70.8840213488149,91.304,3.55158996582031
2014,YR2014,"Korea, Rep.",KOR,55.6449944715975,81.707,..
2014,YR2014,Latvia,LVA,65.5721951788134,67.952,5.28122997283936
2014,YR2014,Lithuania,LTU,59.4997073779012,67.108,4.48657989501953
2014,YR2014,Luxembourg,LUX,78.2098746195357,89.884,3.85569000244141
2014,YR2014,Netherlands,NLD,69.910357972482,89.69,5.458899974823
2014,YR2014,New Zealand,NZL,65.534264639222,86.281,6.34243011474609
2014,YR2014,Norway,NOR,53.9473206627327,80.692,7.69504022598267
2014,YR2014,Poland,POL,56.5717104048283,60.403,4.93554019927979
2014,YR2014,Portugal,PRT,66.321756754671,62.936,5.12400007247925
2014,YR2014,Slovak Republic,SVK,56.9949144250744,54,4.23041009902954
2014,YR2014,Slovenia,SVN,56.2884748834919,53.557,5.29169988632202
2014,YR2014,Spain,ESP,68.4494040641065,79.366,4.30338001251221
2014,YR2014,Sweden,SWE,65.681751583503,86.247,7.57372999191284
2014,YR2014,Switzerland,CHE,71.4921461266165,73.696,4.87779998779297
2014,YR2014,United Kingdom,GBR,70.1288588085677,82.365,5.56450986862183
2014,YR2014,United States,USA,75.8275409731137,81.483,..
2014,YR2014,Mexico,MEX,60.2053984962698,78.993,5.25747013092041
2014,YR2014,Turkiye,TUR,53.8279199427663,73.077,..
2015,YR2015,Australia,AUS,67.2304271728744,85.701,5.31583976745605
2015,YR2015,Austria,AUT,62.8806356002249,57.715,5.45658016204834
2015,YR2015,Belgium,BEL,69.2286131028117,97.876,6.4515700340271
2015,YR2015,Canada,CAN,67.0009977683349,81.259,..
2015,YR2015,Chile,CHL,58.3447093583013,87.36,4.87530994415283
2015,YR2015,Czechia,CZE,54.0574197395326,73.477,5.75182008743286
2015,YR2015,Denmark,DNK,65.8338124329574,87.526,..
2015,YR2015,Estonia,EST,59.9946528009154,68.416,5.14418983459473
2015,YR2015,Finland,FIN,60.8226695366275,85.225,7.03208017349243
2015,YR2015,France,FRA,70.2087214887702,79.655,..
2015,YR2015,Germany,DEU,62.1545645004593,77.2,4.85515022277832
2015,YR2015,Greece,GRC,69.9937499738829,78.046,3.66139006614685
2015,YR2015,Hungary,HUN,54.0949640679413,70.5,4.49410009384155
2015,YR2015,Iceland,ISL,64.3660597364996,93.7,7.4579701423645
2015,YR2015,Ireland,IRL,53.5578915140597,62.538,3.75876998901367
2015,YR2015,Israel,ISR,68.5315579086489,92.179,5.86211013793945
2015,YR2015,Italy,ITA,66.9714230482283,69.565,4.07362985610962
2015,YR2015,Japan,JPN,69.7955308631099,91.381,..
2015,YR2015,"Korea, Rep.",KOR,55.5765055725491,81.634,..
2015,YR2015,Latvia,LVA,65.3608035381228,67.98,5.28251981735229
2015,YR2015,Lithuania,LTU,59.905017707796,67.23,4.2271900177002
2015,YR2015,Luxembourg,LUX,79.7312744577697,90.179,3.76792001724243
2015,YR2015,Netherlands,NLD,70.0646949020881,90.173,5.34815979003906
2015,YR2015,New Zealand,NZL,65.9548053575625,86.341,6.32505989074707
2015,YR2015,Norway,NOR,56.4490570743849,81.091,7.5693302154541
2015,YR2015,Poland,POL,56.2230444303297,60.278,4.80993986129761
2015,YR2015,Portugal,PRT,65.5290250615427,63.514,4.88554000854492
2015,YR2015,Slovak Republic,SVK,57.2459003211077,53.889,4.59206008911133
2015,YR2015,Slovenia,SVN,56.3359515251486,53.781,4.90953016281128
2015,YR2015,Spain,ESP,67.9792871129094,79.602,4.28657007217407
2015,YR2015,Sweden,SWE,65.3037575666534,86.553,7.4439001083374
2015,YR2015,Switzerland,CHE,71.8002193419881,73.718,4.93844985961914
2015,YR2015,United Kingdom,GBR,70.4744493109799,82.626,5.51411008834839
2015,YR2015,United States,USA,76.7423962861671,81.671,4.95341014862061
2015,YR2015,Mexico,MEX,61.0447802221286,79.285,5.22942018508911
2015,YR2015,Turkiye,TUR,53.4755978613786,73.611,..
2016,YR2016,Australia,AUS,68.2213297107394,85.8,5.28623008728027
2016,YR2016,Austria,AUT,62.6034907780993,57.905,5.4796199798584
2016,YR2016,Belgium,BEL,69.3755634056779,97.919,6.46173000335693
2016,YR2016,Canada,CAN,67.9588532993538,81.3,..
2016,YR2016,Chile,CHL,58.982636332627,87.422,5.34201002120972
2016,YR2016,Czechia,CZE,54.4522025077587,73.57,5.55373001098633
2016,YR2016,Denmark,DNK,65.1493643146997,87.642,..
2016,YR2016,Estonia,EST,60.0342193801611,68.563,5.15763998031616
2016,YR2016,Finland,FIN,60.343052069254,85.275,6.85153007507324
2016,YR2016,France,FRA,70.505418442713,79.917,..
2016,YR2016,Germany,DEU,61.770609364732,77.224,4.83923006057739
2016,YR2016,Greece,GRC,69.1742353624456,78.387,..
2016,YR2016,Hungary,HUN,55.4571585527016,70.779,4.61454010009766
2016,YR2016,Iceland,ISL,65.5240569811785,93.735,7.43219995498657
2016,YR2016,Ireland,IRL,54.7473704556635,62.737,3.74212002754211
2016,YR2016,Israel,ISR,69.3886690395081,92.256,5.85578012466431
2016,YR2016,Italy,ITA,66.6499821793636,69.855,3.81578993797302
2016,YR2016,Japan,JPN,69.8870573141604,91.457,3.14643001556396
2016,YR2016,"Korea, Rep.",KOR,55.3586393130986,81.562,4.33309984207153
2016,YR2016,Latvia,LVA,65.5907669619449,68.021,4.65749979019165
2016,YR2016,Lithuania,LTU,60.9366060491549,67.366,4.004310131073
2016,YR2016,Luxembourg,LUX,79.1113386071195,90.46,..
2016,YR2016,Netherlands,NLD,70.2177071083397,90.635,5.47959995269775
2016,YR2016,New Zealand,NZL,65.6962963236026,86.4,6.411789894104
2016,YR2016,Norway,NOR,58.3959191103847,81.485,8.03055000305176
2016,YR2016,Poland,POL,56.2837304472744,60.178,4.63339996337891
2016,YR2016,Portugal,PRT,65.4706663840203,64.086,..
2016,YR2016,Slovak Republic,SVK,58.5092509401926,53.806,3.91286993026733
2016,YR2016,Slovenia,SVN,56.6683555366033,54.02,4.79266977310181
2016,YR2016,Spain,ESP,67.9048157724628,79.84,4.22764015197754
2016,YR2016,Sweden,SWE,65.4676263881273,86.852,7.61861991882324
2016,YR2016,Switzerland,CHE,71.9334696216531,73.739,4.92645978927612
2016,YR2016,United Kingdom,GBR,71.0521174350578,82.886,5.37532997131348
2016,YR2016,United States,USA,77.4396929034265,81.862,4.79815006256104
2016,YR2016,Mexico,MEX,60.7620854448008,79.577,4.90681982040405
2016,YR2016,Turkiye,TUR,53.9863511922958,74.134,..
2017,YR2017,Australia,AUS,67.0145295268497,85.904,5.13680982589722
2017,YR2017,Austria,AUT,62.5629819342208,58.094,5.37159013748169
2017,YR2017,Belgium,BEL,69.3106910884864,97.961,6.42534017562866
2017,YR2017,Canada,CAN,67.1166720622468,81.35,..
2017,YR2017,Chile,CHL,58.2768071532191,87.49,5.41966009140015
2017,YR2017,Czechia,CZE,55.0961768181261,73.675,3.80615997314453
2017,YR2017,Denmark,DNK,64.906321442337,87.757,7.75243997573853
2017,YR2017,Estonia,EST,60.3672359550675,68.717,4.96131992340088
2017,YR2017,Finland,FIN,59.7642078470709,85.325,6.36311006546021
2017,YR2017,France,FRA,70.2853682807471,80.18,5.45160007476807
2017,YR2017,Germany,DEU,61.79703473353,77.261,4.87182998657227
2017,YR2017,Greece,GRC,69.6626665148474,78.724,3.47708988189697
2017,YR2017,Hungary,HUN,55.8937360539759,71.062,4.61409997940063
2017,YR2017,Iceland,ISL,65.5977198862372,93.773,7.58385992050171
2017,YR2017,Ireland,IRL,54.9238192358589,62.947,3.50928997993469
2017,YR2017,Israel,ISR,70.494545666425,92.336,6.05790996551514
2017,YR2017,Italy,ITA,66.4310597164747,70.144,4.04493999481201
2017,YR2017,Japan,JPN,69.5357755666973,91.535,3.13057994842529
2017,YR2017,"Korea, Rep.",KOR,54.8477903393924,81.503,4.32823991775513
2017,YR2017,Latvia,LVA,64.7639548327734,68.075,4.36671018600464
2017,YR2017,Lithuania,LTU,60.4381268302661,67.516,3.81220006942749
2017,YR2017,Luxembourg,LUX,80.0810053034631,90.727,3.48645997047424
2017,YR2017,Netherlands,NLD,70.066626385566,91.077,5.17509984970093
2017,YR2017,New Zealand,NZL,65.1373433652907,86.466,6.25973987579346
2017,YR2017,Norway,NOR,56.8354746126549,81.871,7.91198015213013
2017,YR2017,Poland,POL,56.5988134694585,60.105,4.5584602355957
2017,YR2017,Portugal,PRT,65.3623519314207,64.652,5.0156102180481
2017,YR2017,Slovak Republic,SVK,58.7723438800898,53.751,3.94278001785278
2017,YR2017,Slovenia,SVN,56.7017943803145,54.273,4.78053998947144
2017,YR2017,Spain,ESP,67.7969165145408,80.08,4.20777988433838
2017,YR2017,Sweden,SWE,65.0889041390294,87.146,7.56883001327515
2017,YR2017,Switzerland,CHE,71.860121490866,73.761,4.9515700340271
2017,YR2017,United Kingdom,GBR,70.8613098868317,83.143,5.38499021530151
2017,YR2017,United States,USA,77.0313927215337,82.058,5.10922002792358
2017,YR2017,Mexico,MEX,60.1465918626474,79.867,4.51821994781494
2017,YR2017,Turkiye,TUR,53.5364676033054,74.644,..
,,,,,,
,,,,,,
,,,,,,
Data from database: World Development Indicators,,,,,,
Last Updated: 09/16/2022,,,,,,
