id,h,DeltaT,lambda,R2
68,5,1,6.02776,0.1244527
68,5,15,5.545829,0.05243546
68,5,60,5.441118,0.02032503
68,30,1,6.090802,0.1356614
68,30,15,4.89828,0.09203818
68,30,60,3.774339,0.05188776
68,60,1,6.053789,0.1357985
68,60,15,4.538514,0.0921407
68,60,60,3.232412,0.05731493
69,1,1,4.501196,0.06191554
69,1,15,3.662263,0.005375344
69,1,60,4.536308,0.002415881
69,5,1,5.602761,0.1141499
69,5,15,5.0374,0.04131889
69,5,60,5.055577,0.01530388
69,30,1,5.73173,0.1262015
69,30,15,4.909785,0.08928297
69,30,60,4.028418,0.05530435
69,60,1,5.707862,0.1266155
69,60,15,4.567703,0.09014349
69,60,60,3.329873,0.05706796
70,1,1,4.488401,0.0610332
70,1,15,4.175801,0.007177612
70,1,60,5.502031,0.003821295
70,5,1,5.527557,0.1113405
70,5,15,5.369168,0.04851457
70,5,60,5.667741,0.02101864
70,30,1,5.628766,0.1223515
70,30,15,4.84465,0.08896834
70,30,60,3.971952,0.05715181
70,60,1,5.601167,0.1226132
70,60,15,4.48488,0.08887852
70,60,60,3.401899,0.0623752
71,1,1,4.12594,0.05828414
71,1,15,3.271401,0.00513024
71,1,60,4.450056,0.002873702
71,5,1,5.097833,0.106369
71,5,15,4.483644,0.03925835
71,5,60,5.048297,0.01871924
71,30,1,5.224964,0.1179579
71,30,15,4.338722,0.08334114
71,30,60,4.142218,0.069195
71,60,1,5.208892,0.1185665
71,60,15,4.101625,0.08677903
71,60,60,3.595138,0.07768926
72,1,1,4.243051,0.05959514
72,1,15,3.844613,0.007404623
72,1,60,4.408638,0.002940715
72,5,1,5.155099,0.1076904
72,5,15,4.309367,0.04203898
72,5,60,4.058885,0.01456839
72,30,1,5.231422,0.1178266
72,30,15,3.732567,0.07132256
72,30,60,2.837968,0.04029144
72,60,1,5.209304,0.1181287
72,60,15,3.505168,0.07196097
72,60,60,2.557542,0.04682372
73,1,1,4.814426,0.0659195
73,1,15,4.852911,0.009192304
73,1,60,4.91202,0.002808316
73,5,1,5.977322,0.1215731
73,5,15,5.85726,0.05503418
73,5,60,5.091099,0.01580222
73,30,1,6.101958,0.1340316
73,30,15,5.100393,0.09644431
73,30,60,4.191563,0.06019045
73,60,1,6.080703,0.1346831
73,60,15,4.80455,0.1001857
73,60,60,3.92007,0.07877923
74,1,1,4.390531,0.05623945
74,1,15,3.050393,0.003869388
74,1,60,3.686689,0.001607703
74,5,1,5.523342,0.107065
74,5,15,4.500959,0.03518223
74,5,60,4.187341,0.01100573
74,30,1,5.637446,0.1189019
74,30,15,4.370354,0.0759864
74,30,60,3.822271,0.05341212
74,60,1,5.613839,0.1195375
74,60,15,4.176737,0.08141051
74,60,60,3.678083,0.07464241
75,1,1,4.351948,0.06378154
75,1,15,4.760664,0.01015814
75,1,60,6.195735,0.004929513
75,5,1,5.321537,0.1160592
75,5,15,5.939742,0.06455137
75,5,60,6.633613,0.02846043
75,30,1,5.418997,0.127837
75,30,15,5.502645,0.1235917
75,30,60,4.918843,0.08677459
75,60,1,5.396162,0.1282306
75,60,15,5.122594,0.1244862
75,60,60,4.14264,0.09325991
76,1,1,4.647835,0.06301143
76,1,15,4.600711,0.008141106
76,1,60,6.090517,0.004293168
76,5,1,5.821989,0.1182694
76,5,15,5.596483,0.04873821
76,5,60,5.683856,0.01921924
76,30,1,5.928328,0.1298312
76,30,15,5.046167,0.08958294
76,30,60,4.246313,0.05928698
76,60,1,5.90137,0.13022
76,60,15,4.733848,0.09202268
76,60,60,3.819092,0.07130185
77,1,1,4.83129,0.06492667
77,1,15,3.482499,0.004756286
77,1,60,4.122436,0.002020369
77,5,1,6.034621,0.1204993
77,5,15,5.241629,0.04393207
77,5,60,4.714935,0.01362586
77,30,1,6.192926,0.1341226
77,30,15,5.214676,0.09803318
77,30,60,4.366022,0.06399497
77,60,1,6.175661,0.134918
77,60,15,4.966734,0.1034404
77,60,60,4.001108,0.07993239
78,1,1,4.45831,0.06729757
78,1,15,4.753842,0.01072947
78,1,60,6.671114,0.005948286
78,5,1,5.669315,0.1313298
78,5,15,5.641442,0.0651059
78,5,60,6.877523,0.03454418
78,30,1,5.846364,0.1477993
78,30,15,5.264084,0.1317817
78,30,60,5.221189,0.1195531
78,60,1,5.835201,0.1488968
78,60,15,5.01292,0.138331
78,60,60,4.681732,0.1428521
79,1,1,4.650306,0.06623002
79,1,15,3.855097,0.006426341
79,1,60,5.08959,0.003614096
79,5,1,5.716682,0.1200973
79,5,15,5.128939,0.0462546
79,5,60,5.308563,0.02028152
79,30,1,5.852437,0.1327111
79,30,15,4.874485,0.09326963
79,30,60,3.75544,0.05594924
79,60,1,5.832518,0.1332329
79,60,15,4.550446,0.09462647
79,60,60,3.217957,0.06094258
80,1,1,4.636425,0.0631848
80,1,15,3.902479,0.006336875
80,1,60,4.586731,0.002488609
80,5,1,5.794869,0.1190298
80,5,15,5.192807,0.04656181
80,5,60,5.351899,0.01711949
80,30,1,5.924351,0.132145
80,30,15,5.136426,0.09928044
80,30,60,4.42598,0.06498158
80,60,1,5.904583,0.1327917
80,60,15,4.839023,0.1023045
80,60,60,3.770371,0.07240733
81,1,1,4.691083,0.06202094
81,1,15,3.879856,0.005980114
81,1,60,4.982621,0.003015378
81,5,1,5.815373,0.1142
81,5,15,5.275887,0.04441764
81,5,60,5.255408,0.01713077
81,30,1,5.944635,0.1260117
81,30,15,4.97344,0.08744147
81,30,60,4.023432,0.05426473
81,60,1,5.926558,0.1265907
81,60,15,4.690792,0.08991433
81,60,60,3.600303,0.06416524
82,1,1,4.548075,0.06075084
82,1,15,4.105069,0.007020069
82,1,60,4.817153,0.003038644
82,5,1,5.735549,0.1160566
82,5,15,5.162879,0.04790463
82,5,60,4.671616,0.01568561
82,30,1,5.777766,0.1263846
82,30,15,4.201541,0.07433479
82,30,60,2.841243,0.0314848
82,60,1,5.72722,0.1260987
82,60,15,3.824302,0.07206247
82,60,60,2.440359,0.0349687
83,1,1,4.230461,0.06128891
83,1,15,4.016518,0.007427891
83,1,60,5.687288,0.004420794
83,5,1,5.258044,0.1123805
83,5,15,5.348136,0.05192745
83,5,60,6.038009,0.02422951
83,30,1,5.375161,0.1239778
83,30,15,4.909393,0.09905917
83,30,60,3.818546,0.05613842
83,60,1,5.34403,0.1240828
83,60,15,4.440613,0.09640966
83,60,60,3.003248,0.05439
84,1,1,4.263852,0.05866057
84,1,15,3.836947,0.006218006
84,1,60,5.228986,0.003662256
84,5,1,5.274647,0.1072105
84,5,15,5.133944,0.04586817
84,5,60,5.460346,0.02159492
84,30,1,5.401252,0.1189188
84,30,15,5.007448,0.1002786
84,30,60,4.206261,0.07106758
84,60,1,5.381169,0.1193926
84,60,15,4.68927,0.1019402
84,60,60,3.558377,0.07412178
85,1,1,4.529693,0.06599028
85,1,15,4.163003,0.007395326
85,1,60,4.94175,0.00313803
85,5,1,5.589986,0.120318
85,5,15,5.334038,0.04885395
85,5,60,5.350915,0.01816734
85,30,1,5.718347,0.1326076
85,30,15,4.948329,0.09389215
85,30,60,4.054026,0.05872485
85,60,1,5.700265,0.1330938
85,60,15,4.627118,0.09508521
85,60,60,3.547467,0.06714939
86,1,1,4.540245,0.06140798
86,1,15,4.20917,0.007194778
86,1,60,5.457491,0.003486295
86,5,1,5.720955,0.1163824
86,5,15,5.660115,0.05427481
86,5,60,6.193073,0.02364852
86,30,1,5.87665,0.1296318
86,30,15,5.189037,0.1028632
86,30,60,4.780194,0.07843514
86,60,1,5.859791,0.1302706
86,60,15,4.875329,0.1048239
86,60,60,4.140969,0.08709021
87,1,1,4.476469,0.062044
87,1,15,3.010767,0.003693253
87,1,60,3.156961,0.001232667
87,5,1,5.63987,0.1169396
87,5,15,4.623732,0.03505114
87,5,60,3.439546,0.00738559
87,30,1,5.816547,0.1305802
87,30,15,4.695598,0.08007673
87,30,60,2.789872,0.02764408
87,60,1,5.803927,0.1313918
87,60,15,4.45086,0.08429921
87,60,60,2.629778,0.03774804
88,1,1,4.198312,0.0593524
88,1,15,3.401702,0.005544799
88,1,60,5.471148,0.00415467
88,5,1,5.152523,0.1088144
88,5,15,4.441878,0.03886682
88,5,60,5.145926,0.01785086
88,30,1,5.215785,0.119019
88,30,15,4.261842,0.07691741
88,30,60,3.692237,0.04762363
88,60,1,5.193757,0.1194219
88,60,15,4.048182,0.07980939
88,60,60,3.305367,0.05754736
89,1,1,4.594974,0.06575227
89,1,15,4.759913,0.0096472
89,1,60,7.154888,0.005824432
89,5,1,5.747306,0.122749
89,5,15,5.98039,0.06232851
89,5,60,7.012198,0.0294824
89,30,1,5.880285,0.1356743
89,30,15,5.411828,0.1154955
89,30,60,5.172684,0.08840991
89,60,1,5.858404,0.1361954
89,60,15,5.075436,0.11787
89,60,60,4.602634,0.1027546
90,1,1,4.396706,0.06172304
90,1,15,3.876602,0.006505134
90,1,60,5.454026,0.003848526
90,5,1,5.534507,0.1172731
90,5,15,5.424104,0.05211504
90,5,60,5.876304,0.02328878
90,30,1,5.67498,0.1306687
90,30,15,5.17703,0.1069791
90,30,60,4.197918,0.06641287
90,60,1,5.654121,0.1312194
90,60,15,4.836033,0.1081654
90,60,60,3.583214,0.07085452
91,1,1,4.490243,0.06239482
91,1,15,4.219161,0.008199143
91,1,60,4.756919,0.002958685
91,5,1,5.655537,0.1178522
91,5,15,5.424826,0.05677845
91,5,60,5.369226,0.01951821
91,30,1,5.810805,0.1310219
91,30,15,4.978579,0.1071288
91,30,60,4.274537,0.07165058
91,60,1,5.793634,0.1316836
91,60,15,4.661305,0.1099807
91,60,60,3.842961,0.08971603
92,1,1,4.208145,0.05818824
92,1,15,2.56812,0.002968665
92,1,60,3.68041,0.001857082
92,5,1,5.258691,0.1088611
92,5,15,4.074008,0.03135582
92,5,60,3.861814,0.01106523
92,30,1,5.381235,0.1209375
92,30,15,3.849543,0.06607056
92,30,60,2.63898,0.02911614
92,60,1,5.354894,0.1213444
92,60,15,3.610946,0.06811041
92,60,60,2.37059,0.03522615
93,1,1,4.31459,0.06138594
93,1,15,3.287238,0.005102247
93,1,60,4.554157,0.002942753
93,5,1,5.379647,0.1144275
93,5,15,4.639231,0.04337739
93,5,60,5.049836,0.01907085
93,30,1,5.497162,0.1266037
93,30,15,4.225181,0.0835457
93,30,60,3.626288,0.05547088
93,60,1,5.470479,0.1269482
93,60,15,3.934847,0.08438483
93,60,60,3.107556,0.06200036
94,1,1,4.43529,0.06358188
94,1,15,3.913893,0.006910441
94,1,60,6.129645,0.004996537
94,5,1,5.571237,0.1193226
94,5,15,5.335876,0.0516897
94,5,60,5.792191,0.02278253
94,30,1,5.692508,0.1316544
94,30,15,4.670153,0.09044424
94,30,60,3.335463,0.04119553
94,60,1,5.661899,0.1317883
94,60,15,4.255031,0.08761248
94,60,60,2.616287,0.03781076
95,1,1,3.849039,0.05616326
95,1,15,4.340326,0.01056826
95,1,60,6.681283,0.007991982
95,5,1,4.839515,0.1067529
95,5,15,5.152913,0.0613016
95,5,60,6.468804,0.03875894
95,30,1,4.942755,0.1180744
95,30,15,4.715222,0.1140337
95,30,60,4.642904,0.1026129
95,60,1,4.922736,0.1185432
95,60,15,4.461431,0.1178498
95,60,60,4.045033,0.111716
96,1,1,4.760344,0.05915002
96,1,15,3.226945,0.00350017
96,1,60,7.867974,0.006311266
96,5,1,5.97503,0.1112997
96,5,15,4.167864,0.02450001
96,5,60,7.807982,0.03337328
96,30,1,6.127325,0.1237779
96,30,15,4.187892,0.05734403
96,30,60,5.630918,0.1061185
96,60,1,6.111139,0.1246407
96,60,15,4.040107,0.06287805
96,60,60,5.002841,0.13047
97,1,1,4.553947,0.06584936
97,1,15,4.066706,0.006999923
97,1,60,4.258986,0.002370246
97,5,1,5.673193,0.1219219
97,5,15,5.456969,0.05048959
97,5,60,4.38881,0.01290612
97,30,1,5.805021,0.134344
97,30,15,4.772716,0.08839553
97,30,60,2.88515,0.03009849
97,60,1,5.779785,0.1346217
97,60,15,4.385556,0.08733292
97,60,60,2.508193,0.03350654
98,1,1,4.536932,0.06051026
98,1,15,3.225502,0.004177468
98,1,60,3.65724,0.001591977
98,5,1,5.637982,0.11209
98,5,15,4.748457,0.03736413
98,5,60,4.434313,0.01257862
98,30,1,5.763032,0.1241047
98,30,15,4.527127,0.07774336
98,30,60,3.684581,0.05233086
98,60,1,5.743363,0.1247094
98,60,15,4.251528,0.08045467
98,60,60,3.242007,0.06090665
99,1,1,4.409927,0.06672262
99,1,15,3.608696,0.006015663
99,1,60,5.237361,0.004068518
99,5,1,5.575619,0.1271093
99,5,15,5.145258,0.04987478
99,5,60,5.358235,0.02202539
99,30,1,5.730227,0.1416548
99,30,15,4.924723,0.1032022
99,30,60,3.868456,0.06056273
99,60,1,5.715254,0.1423872
99,60,15,4.667659,0.1066053
99,60,60,3.409263,0.068717
100,1,1,4.441475,0.0582563
100,1,15,4.579372,0.008632059
100,1,60,4.43237,0.002511372
100,5,1,5.636264,0.1123492
100,5,15,5.732368,0.05684612
100,5,60,4.976233,0.01621878
100,30,1,5.76604,0.124548
100,30,15,4.971868,0.09582306
100,30,60,3.756748,0.04878215
100,60,1,5.740702,0.1249143
100,60,15,4.606876,0.09548301
100,60,60,3.26013,0.05467835
101,1,1,4.492645,0.06934375
101,1,15,3.467734,0.005433518
101,1,60,4.091942,0.002361904
101,5,1,5.585332,0.1279676
101,5,15,5.301099,0.05134793
101,5,60,4.677099,0.01559057
101,30,1,5.741093,0.1427901
101,30,15,5.183312,0.1077114
101,30,60,3.516867,0.04657198
101,60,1,5.726636,0.1435345
101,60,15,4.863407,0.1092445
101,60,60,3.114393,0.05308065
102,1,1,4.717975,0.06394564
102,1,15,3.822298,0.006132977
102,1,60,4.845695,0.00308328
102,5,1,5.879839,0.119163
102,5,15,5.274941,0.05062518
102,5,60,5.306139,0.02052287
102,30,1,6.027767,0.1327283
102,30,15,4.965476,0.1033116
102,30,60,3.936654,0.06325899
102,60,1,6.005955,0.1333059
102,60,15,4.642927,0.1048564
102,60,60,3.430209,0.07039883
103,1,1,4.900672,0.06793419
103,1,15,3.92964,0.005094404
103,1,60,3.0334,0.0009825918
103,5,1,6.163804,0.1265888
103,5,15,5.265913,0.03657252
103,5,60,3.754166,0.00773169
103,30,1,6.322095,0.1398659
103,30,15,5.503539,0.08984345
103,30,60,3.65473,0.03940118
103,60,1,6.303119,0.1404621
103,60,15,5.195532,0.09281441
103,60,60,3.116506,0.04246658
104,1,1,4.507916,0.06408395
104,1,15,4.016695,0.007189556
104,1,60,4.468837,0.002684939
104,5,1,5.569614,0.1167658
104,5,15,5.1804,0.04853733
104,5,60,4.659471,0.01466987
104,30,1,5.693898,0.1285829
104,30,15,4.810548,0.09125444
104,30,60,3.625218,0.04848499
104,60,1,5.676215,0.129143
104,60,15,4.529059,0.09368657
104,60,60,3.277401,0.05981507
105,1,1,4.541501,0.06651029
105,1,15,4.382152,0.008448603
105,1,60,5.049055,0.003314733
105,5,1,5.509272,0.117693
105,5,15,5.435547,0.05422097
105,5,60,5.207346,0.01822304
105,30,1,5.588684,0.1284897
105,30,15,5.066148,0.10625
105,30,60,4.215874,0.06749701
105,60,1,5.559284,0.1287206
105,60,15,4.71937,0.1074176
105,60,60,3.578155,0.07296522
106,1,1,4.214965,0.06044451
106,1,15,3.62724,0.006012469
106,1,60,5.225074,0.003434859
106,5,1,5.21379,0.1110774
106,5,15,4.89317,0.04495772
106,5,60,6.017313,0.02228722
106,30,1,5.363006,0.1235348
106,30,15,4.895292,0.09641968
106,30,60,5.087447,0.07882902
106,60,1,5.357974,0.124357
106,60,15,4.705159,0.1009536
106,60,60,4.517234,0.08961957
107,1,1,4.509093,0.05735217
107,1,15,3.889126,0.006158079
107,1,60,3.78803,0.001757871
107,5,1,5.610158,0.1061928
107,5,15,5.00642,0.04315344
107,5,60,4.099241,0.01104962
107,30,1,5.720738,0.1168626
107,30,15,4.430322,0.07730879
107,30,60,3.011108,0.03463367
107,60,1,5.695516,0.1171625
107,60,15,4.115941,0.07739927
107,60,60,2.648242,0.03992239
108,1,1,4.409222,0.06217896
108,1,15,4.089557,0.007469032
108,1,60,5.489962,0.003719453
108,5,1,5.453954,0.11389
108,5,15,5.0592,0.04869483
108,5,60,5.405643,0.01925988
108,30,1,5.570606,0.1255641
108,30,15,4.660838,0.09233598
108,30,60,4.066871,0.05987921
108,60,1,5.552768,0.1261196
108,60,15,4.421038,0.09568868
108,60,60,3.672926,0.07203111
109,1,1,4.186788,0.05571318
109,1,15,2.976907,0.003854063
109,1,60,4.75652,0.003062434
109,5,1,5.128662,0.1006836
109,5,15,4.208027,0.03231704
109,5,60,4.552564,0.01471308
109,30,1,5.235728,0.1108467
109,30,15,4.048589,0.0659804
109,30,60,2.901364,0.03049225
109,60,1,5.215676,0.1110742
109,60,15,3.74485,0.06455427
109,60,60,2.302508,0.02803359
110,1,1,4.478726,0.05955825
110,1,15,3.647422,0.005264674
110,1,60,4.291513,0.002311616
110,5,1,5.618547,0.1114143
110,5,15,5.02469,0.04088949
110,5,60,4.784438,0.01453056
110,30,1,5.774489,0.1239859
110,30,15,4.93417,0.08803465
110,30,60,3.831951,0.05185835
110,60,1,5.75852,0.1246712
110,60,15,4.637462,0.0909756
110,60,60,3.417942,0.06311045
111,1,1,4.465084,0.05881065
111,1,15,5.312281,0.01197655
111,1,60,7.257568,0.00716008
111,5,1,5.43874,0.1041965
111,5,15,5.789566,0.06029264
111,5,60,6.36954,0.0290941
111,30,1,5.477195,0.1118617
111,30,15,4.190213,0.07299409
111,30,60,3.104062,0.039251
111,60,1,5.435325,0.1114372
111,60,15,3.679595,0.06557412
111,60,60,2.435609,0.03592793
112,1,1,4.541912,0.06288577
112,1,15,4.588281,0.009170275
112,1,60,5.409952,0.003932397
112,5,1,5.588643,0.1145332
112,5,15,5.465058,0.0542231
112,5,60,5.137432,0.01848677
112,30,1,5.66703,0.1249745
112,30,15,4.514494,0.08365017
112,30,60,3.067938,0.03705706
112,60,1,5.632517,0.1250015
112,60,15,4.136242,0.08164502
112,60,60,2.612095,0.04035096
113,1,1,4.429212,0.06281009
113,1,15,4.515911,0.009230802
113,1,60,5.758486,0.004536555
113,5,1,5.410804,0.1143188
113,5,15,5.196991,0.05259463
113,5,60,5.668473,0.02339242
113,30,1,5.484738,0.1247736
113,30,15,4.461772,0.08610145
113,30,60,3.859265,0.05975688
113,60,1,5.454681,0.1248799
113,60,15,4.110465,0.08489044
113,60,60,3.259906,0.06388248
114,1,1,4.269802,0.05952672
114,1,15,3.920642,0.006882361
114,1,60,5.386353,0.003921775
114,5,1,5.292774,0.1093506
114,5,15,5.085012,0.04697232
114,5,60,5.187222,0.0185793
114,30,1,5.407905,0.1206229
114,30,15,4.558378,0.08653854
114,30,60,3.452766,0.04701963
114,60,1,5.385684,0.1210306
114,60,15,4.239205,0.08748444
114,60,60,3.079806,0.05573447
115,1,1,4.308746,0.06257197
115,1,15,3.74278,0.006394344
115,1,60,4.806591,0.003359515
115,5,1,5.356126,0.1151577
115,5,15,4.902905,0.04554854
115,5,60,5.169487,0.01978481
115,30,1,5.508741,0.127995
115,30,15,4.602116,0.08932332
115,30,60,3.766561,0.05801312
115,60,1,5.494478,0.1286383
115,60,15,4.306595,0.09069716
115,60,60,3.222809,0.06335998
116,1,1,4.864755,0.06855258
116,1,15,4.773826,0.009030449
116,1,60,6.58556,0.004373291
116,5,1,5.909684,0.1237814
116,5,15,5.87511,0.0575677
116,5,60,6.971918,0.02463853
116,30,1,5.963998,0.1362344
116,30,15,6.135735,0.1349975
116,30,60,6.155566,0.09942335
116,60,1,5.940243,0.1370495
116,60,15,5.937878,0.1451081
116,60,60,5.607983,0.1217268
117,1,1,4.166083,0.05610901
117,1,15,2.811544,0.003377674
117,1,60,3.808814,0.001898165
117,5,1,5.202301,0.1038816
117,5,15,4.114534,0.02888885
117,5,60,4.543933,0.01322464
117,30,1,5.364716,0.1158364
117,30,15,4.296409,0.06972026
117,30,60,3.776275,0.05075021
117,60,1,5.358271,0.1166249
117,60,15,4.106475,0.07342077
117,60,60,3.252319,0.05623863
118,1,1,4.438493,0.05948282
118,1,15,4.713798,0.009009122
118,1,60,5.428139,0.00359193
118,5,1,5.62648,0.1138554
118,5,15,6.046734,0.06073143
118,5,60,5.563231,0.01922744
118,30,1,5.758599,0.1259619
118,30,15,5.030679,0.09656981
118,30,60,3.553442,0.04593552
118,60,1,5.72274,0.1260058
118,60,15,4.509289,0.09207945
118,60,60,2.816681,0.04503889
119,1,1,4.77512,0.06558581
119,1,15,3.867222,0.005877491
119,1,60,3.192571,0.001217883
119,5,1,6.031016,0.1246805
119,5,15,5.199751,0.04376595
119,5,60,3.609559,0.008186639
119,30,1,6.165929,0.1377393
119,30,15,4.69411,0.08194761
119,30,60,2.531629,0.02393912
119,60,1,6.136056,0.1381222
119,60,15,4.322964,0.08218009
119,60,60,2.260443,0.02947693
120,1,1,4.581055,0.06370192
120,1,15,3.836974,0.005970335
120,1,60,6.969066,0.005865753
120,5,1,5.673194,0.1163729
120,5,15,5.354872,0.04820788
120,5,60,7.417446,0.03494986
120,30,1,5.774709,0.1279084
120,30,15,4.973148,0.09548037
120,30,60,4.846035,0.08625605
120,60,1,5.74444,0.12811
120,60,15,4.593448,0.09492791
120,60,60,3.926707,0.08474961
121,1,1,4.660565,0.06291928
121,1,15,4.226598,0.007163025
121,1,60,4.878245,0.00301713
121,5,1,5.821559,0.1171993
121,5,15,5.519726,0.05143852
121,5,60,4.986471,0.0168875
121,30,1,5.921397,0.1289338
121,30,15,4.784477,0.09061989
121,30,60,3.378853,0.04467181
121,60,1,5.885652,0.1291205
121,60,15,4.39545,0.0899925
121,60,60,2.848219,0.0481346
122,1,1,4.565792,0.06376322
122,1,15,3.752399,0.006220762
122,1,60,4.805984,0.003021419
122,5,1,5.697288,0.1186654
122,5,15,4.992269,0.04518451
122,5,60,5.07134,0.01744589
122,30,1,5.816876,0.1307057
122,30,15,4.450004,0.0809997
122,30,60,3.501525,0.04557124
122,60,1,5.790987,0.1309732
122,60,15,4.09045,0.07952607
122,60,60,2.910634,0.04718106
123,1,1,4.538613,0.06248356
123,1,15,4.358179,0.007610198
123,1,60,5.507892,0.003654565
123,5,1,5.692898,0.1176063
123,5,15,5.801851,0.05475768
123,5,60,5.829755,0.02135329
123,30,1,5.858136,0.1311613
123,30,15,5.465918,0.1099658
123,30,60,4.423938,0.06971675
123,60,1,5.842693,0.1319153
123,60,15,5.137575,0.1139182
123,60,60,3.909096,0.08136925
124,1,1,4.540619,0.0651641
124,1,15,3.399345,0.0053649
124,1,60,4.108895,0.002457777
124,5,1,5.482863,0.1157652
124,5,15,4.856332,0.04484809
124,5,60,4.360197,0.01390216
124,30,1,5.597875,0.1292596
124,30,15,5.131392,0.1076139
124,30,60,3.557822,0.05090708
124,60,1,5.582663,0.1300674
124,60,15,4.864259,0.1111418
124,60,60,3.146682,0.05954495
125,1,1,4.793105,0.06530269
125,1,15,3.994404,0.006430439
125,1,60,4.469094,0.002433847
125,5,1,5.970272,0.1212853
125,5,15,5.180231,0.04486471
125,5,60,4.843033,0.01471582
125,30,1,6.093926,0.1337774
125,30,15,4.682745,0.08232273
125,30,60,3.80473,0.05050395
125,60,1,6.068745,0.1341906
125,60,15,4.364392,0.08288228
125,60,60,3.274681,0.05593118
126,1,1,4.289774,0.0581816
126,1,15,4.109515,0.006930079
126,1,60,4.897895,0.003121643
126,5,1,5.370502,0.1081213
126,5,15,5.433975,0.04796513
126,5,60,5.135136,0.01748899
126,30,1,5.514056,0.1197878
126,30,15,4.687864,0.08346703
126,30,60,3.336384,0.0434872
126,60,1,5.488205,0.1200306
126,60,15,4.247596,0.08125648
126,60,60,2.824581,0.04754097
127,1,1,4.386977,0.06038134
127,1,15,4.042745,0.007427123
127,1,60,4.949073,0.003318322
127,5,1,5.453604,0.1128464
127,5,15,4.992004,0.04671676
127,5,60,4.942766,0.01708201
127,30,1,5.53601,0.12353
127,30,15,4.350005,0.08009369
127,30,60,3.526999,0.04995932
127,60,1,5.507404,0.1237713
127,60,15,4.042037,0.08069348
127,60,60,3.072236,0.05766578
128,1,1,4.392016,0.06516864
128,1,15,3.456071,0.005707719
128,1,60,5.122936,0.003819254
128,5,1,5.434981,0.1197699
128,5,15,4.831457,0.04629733
128,5,60,5.385913,0.02216011
128,30,1,5.557639,0.1323529
128,30,15,4.532499,0.09200874
128,30,60,4.203451,0.07485144
128,60,1,5.538963,0.1329039
128,60,15,4.272559,0.0945284
128,60,60,3.687432,0.08562651
129,1,1,4.618752,0.06060586
129,1,15,3.981417,0.006271875
129,1,60,5.82138,0.00402026
129,5,1,5.779849,0.1140829
129,5,15,5.12924,0.04291866
129,5,60,5.497878,0.01824239
129,30,1,5.888766,0.1252378
129,30,15,4.548158,0.07611931
129,30,60,3.035713,0.03097808
129,60,1,5.856079,0.1252898
129,60,15,4.128998,0.07313704
129,60,60,2.278432,0.02680427
130,1,1,4.46348,0.06321405
130,1,15,3.597811,0.005816476
130,1,60,6.401863,0.005291544
130,5,1,5.522564,0.1158779
130,5,15,4.705378,0.03983752
130,5,60,6.733102,0.02953355
130,30,1,5.655801,0.1281466
130,30,15,4.757296,0.09032508
130,30,60,4.987971,0.08851194
130,60,1,5.641259,0.1288331
130,60,15,4.536765,0.09511532
130,60,60,4.360498,0.1005188
131,1,1,4.125353,0.06057056
131,1,15,3.447458,0.006672713
131,1,60,5.319061,0.004596506
131,5,1,5.062325,0.1112179
131,5,15,4.32065,0.04554413
131,5,60,4.74793,0.02190741
131,30,1,5.112894,0.1213874
131,30,15,3.356143,0.07254176
131,30,60,3.101496,0.05241285
131,60,1,5.072792,0.1212939
131,60,15,3.016928,0.07061873
131,60,60,2.703274,0.0570563
132,1,1,4.508535,0.06339308
132,1,15,4.563211,0.008905945
132,1,60,7.503117,0.007173119
132,5,1,5.618386,0.1173559
132,5,15,5.515584,0.0529018
132,5,60,7.247233,0.03460357
132,30,1,5.74676,0.1292632
132,30,15,4.879389,0.09323206
132,30,60,4.692931,0.08415191
132,60,1,5.721681,0.1295896
132,60,15,4.501922,0.09303936
132,60,60,3.997623,0.09353364
133,1,1,4.353483,0.05963103
133,1,15,3.837445,0.006527833
133,1,60,3.332869,0.001466438
133,5,1,5.373438,0.1088107
133,5,15,5.137891,0.04648138
133,5,60,3.823806,0.009512482
133,30,1,5.468033,0.1192772
133,30,15,4.681921,0.08744597
133,30,60,3.244479,0.03725048
133,60,1,5.446703,0.1196801
133,60,15,4.392281,0.08959874
133,60,60,3.04309,0.04885255
134,1,1,4.280137,0.05746184
134,1,15,4.414856,0.007844496
134,1,60,4.892614,0.002685127
134,5,1,5.329143,0.1067687
134,5,15,5.366222,0.04759133
134,5,60,4.986115,0.01437513
134,30,1,5.428001,0.1174565
134,30,15,4.716114,0.08391476
134,30,60,3.567119,0.04175178
134,60,1,5.400581,0.1177429
134,60,15,4.359485,0.08401145
134,60,60,3.112901,0.04845478
135,1,1,4.833497,0.06462135
135,1,15,3.952636,0.006176011
135,1,60,5.654103,0.003481334
135,5,1,6.070709,0.1212491
135,5,15,4.953113,0.03949987
135,5,60,5.626077,0.0182929
135,30,1,6.210252,0.1338282
135,30,15,4.53872,0.07666124
135,30,60,3.794472,0.04945351
135,60,1,6.181804,0.1342062
135,60,15,4.188033,0.07707261
135,60,60,3.21799,0.05382521
136,1,1,4.64351,0.06375074
136,1,15,3.361463,0.004883674
136,1,60,4.414345,0.002554531
136,5,1,5.795602,0.1192824
136,5,15,4.59755,0.03795895
136,5,60,4.552722,0.01468453
136,30,1,5.903746,0.1314035
136,30,15,4.274295,0.07602883
136,30,60,3.415273,0.04831223
136,60,1,5.872716,0.1317392
136,60,15,3.980114,0.07750378
