id,h,DeltaT,lambda,R2
205,30,60,3.534151,0.04566815
205,60,1,5.948109,0.1301678
205,60,15,4.449006,0.08623552
205,60,60,3.018884,0.05118835
206,1,1,4.58985,0.06613468
206,1,15,2.838164,0.003597803
206,1,60,5.682139,0.00426079
206,5,1,5.654078,0.1208417
206,5,15,4.208974,0.03298716
206,5,60,4.961602,0.01735541
206,30,1,5.767042,0.1335894
206,30,15,4.365695,0.08185388
206,30,60,3.976034,0.05667017
206,60,1,5.754825,0.1345369
206,60,15,4.259284,0.08935313
206,60,60,3.802888,0.07282065
207,1,1,4.629189,0.06439291
207,1,15,3.684939,0.005657343
207,1,60,6.132416,0.004604389
207,5,1,5.692093,0.1171487
207,5,15,5.09711,0.04618274
207,5,60,6.418092,0.02714072
207,30,1,5.81627,0.1298365
207,30,15,4.871472,0.09649191
207,30,60,4.383995,0.07127456
207,60,1,5.788375,0.1302339
207,60,15,4.54533,0.09756614
207,60,60,3.638351,0.07369668
208,1,1,4.710731,0.06121871
208,1,15,4.135641,0.006583587
208,1,60,4.759122,0.002541591
208,5,1,5.932185,0.1159106
208,5,15,5.880102,0.054127
208,5,60,5.20139,0.01538504
208,30,1,6.084436,0.128952
208,30,15,5.292932,0.09979834
208,30,60,4.001003,0.04989272
208,60,1,6.059978,0.1295074
208,60,15,4.937319,0.1017022
208,60,60,3.668347,0.06318497
209,1,1,4.444944,0.06187162
209,1,15,3.695335,0.005641601
209,1,60,4.770485,0.002696522
209,5,1,5.605118,0.1173477
209,5,15,5.051476,0.04284349
209,5,60,5.208,0.01632846
209,30,1,5.739976,0.1302213
209,30,15,4.754886,0.08642742
209,30,60,4.106853,0.05320517
209,60,1,5.715511,0.1306551
209,60,15,4.434695,0.08748815
209,60,60,3.559353,0.05856625
210,1,1,4.417142,0.0594309
210,1,15,3.364301,0.004561938
210,1,60,2.706565,0.0007829141
210,5,1,5.524203,0.1107241
210,5,15,4.951258,0.04209216
210,5,60,3.442802,0.006862765
210,30,1,5.671948,0.1236135
210,30,15,4.990969,0.09925846
210,30,60,3.354047,0.0369226
210,60,1,5.656539,0.1243772
210,60,15,4.735697,0.1039015
210,60,60,3.084581,0.04685354
211,1,1,4.767828,0.06661789
211,1,15,4.352402,0.007704647
211,1,60,7.36955,0.006771527
211,5,1,5.959827,0.1248465
211,5,15,5.622076,0.05377061
211,5,60,7.344652,0.03495176
211,30,1,6.093268,0.1383039
211,30,15,5.094713,0.09900017
211,30,60,4.897197,0.08531977
211,60,1,6.067492,0.1387405
211,60,15,4.738144,0.0993653
211,60,60,4.191007,0.09288773
212,1,1,4.401377,0.06507078
212,1,15,4.156521,0.008070146
212,1,60,3.53319,0.001673174
212,5,1,5.546558,0.1232556
212,5,15,5.34971,0.05517669
212,5,60,4.224102,0.01253772
212,30,1,5.67519,0.136539
212,30,15,4.921642,0.1048875
212,30,60,3.597675,0.04916984
212,60,1,5.656281,0.1371606
212,60,15,4.655652,0.1084192
212,60,60,3.326856,0.06106148
213,1,1,4.568401,0.06531546
213,1,15,4.557701,0.009206563
213,1,60,4.339046,0.002532367
213,5,1,5.65525,0.1202705
213,5,15,5.456326,0.05448618
213,5,60,4.572112,0.01449212
213,30,1,5.745316,0.1314342
213,30,15,4.743232,0.09235097
213,30,60,3.667875,0.0504603
213,60,1,5.71841,0.1316824
213,60,15,4.434011,0.09321874
213,60,60,3.332002,0.06183979
214,1,1,4.619042,0.06252459
214,1,15,3.781932,0.005407214
214,1,60,5.75435,0.003820181
214,5,1,5.744041,0.1163198
214,5,15,5.467901,0.04825611
214,5,60,6.455924,0.02602001
214,30,1,5.901719,0.1300219
214,30,15,5.403844,0.1068414
214,30,60,4.685689,0.0773543
214,60,1,5.883554,0.1306329
214,60,15,5.062614,0.1078473
214,60,60,3.912427,0.07903048
215,1,1,4.791326,0.0663276
215,1,15,3.475622,0.00463838
215,1,60,4.065933,0.001853232
215,5,1,6.039623,0.1254979
215,5,15,4.980547,0.0397421
215,5,60,4.438788,0.01128771
215,30,1,6.212011,0.1397774
215,30,15,4.919393,0.08621916
215,30,60,3.422497,0.03849454
215,60,1,6.194818,0.1405431
215,60,15,4.634412,0.08962114
215,60,60,3.032399,0.04706632
216,1,1,4.714001,0.06112582
216,1,15,4.011389,0.005901622
216,1,60,3.662596,0.001398744
216,5,1,5.905088,0.1142463
216,5,15,5.280402,0.04183818
216,5,60,4.155263,0.009813441
216,30,1,6.048528,0.1263814
216,30,15,4.600409,0.07460014
216,30,60,3.738669,0.04696374
216,60,1,6.026041,0.1268875
216,60,15,4.247744,0.07521127
216,60,60,3.265988,0.05379019
217,1,1,4.743748,0.06295373
217,1,15,3.75482,0.005742479
217,1,60,4.290503,0.002225308
217,5,1,5.881515,0.117278
217,5,15,5.381987,0.04784556
217,5,60,4.774347,0.01365798
217,30,1,5.984808,0.1290131
217,30,15,4.751493,0.0818824
217,30,60,3.025345,0.03073867
217,60,1,5.955328,0.1292032
217,60,15,4.315629,0.07875699
217,60,60,2.428656,0.03052776
218,1,1,4.313425,0.06482912
218,1,15,3.398992,0.005790769
218,1,60,5.187989,0.00362753
218,5,1,5.161442,0.1128319
218,5,15,4.264857,0.03752544
218,5,60,5.291538,0.01890418
218,30,1,5.176005,0.1212054
218,30,15,4.012238,0.06997169
218,30,60,4.449016,0.06446172
218,60,1,5.151214,0.1213993
218,60,15,3.815106,0.07199706
218,60,60,3.938839,0.07399164
219,1,1,4.463162,0.05789062
219,1,15,3.557155,0.004961414
219,1,60,2.650321,0.0007767022
219,5,1,5.590664,0.1094692
219,5,15,4.850735,0.03844701
219,5,60,3.491233,0.007092496
219,30,1,5.711986,0.1214683
219,30,15,4.812656,0.08445976
219,30,60,4.046494,0.05117719
219,60,1,5.698418,0.122304
219,60,15,4.662674,0.09128165
219,60,60,3.91433,0.07042951
220,1,1,4.728387,0.06278557
220,1,15,3.812523,0.00588641
220,1,60,3.902051,0.001819283
220,5,1,5.902453,0.1178226
220,5,15,5.068322,0.04389419
220,5,60,4.353975,0.01190516
220,30,1,6.028523,0.1302163
220,30,15,4.589482,0.08083506
220,30,60,3.367404,0.03962581
220,60,1,6.000231,0.1305348
220,60,15,4.251823,0.08084663
220,60,60,2.89634,0.0442327
221,1,1,4.515728,0.06536044
221,1,15,5.317256,0.01231755
221,1,60,5.096151,0.00352266
221,5,1,5.541722,0.1186948
221,5,15,5.983489,0.06519531
221,5,60,4.969266,0.0175108
221,30,1,5.624442,0.1297471
221,30,15,5.098967,0.1051367
221,30,60,3.805861,0.054598
221,60,1,5.599451,0.1300295
221,60,15,4.738322,0.1047878
221,60,60,3.431768,0.06556763
222,1,1,4.567301,0.06735145
222,1,15,3.844473,0.006891854
222,1,60,5.262109,0.004134887
222,5,1,5.365509,0.1159405
222,5,15,5.332013,0.05303894
222,5,60,5.525295,0.0228727
222,30,1,5.35034,0.1245851
222,30,15,4.742374,0.09613707
222,30,60,3.952953,0.06607548
222,60,1,5.30309,0.1243628
222,60,15,4.361088,0.09581803
222,60,60,3.494549,0.07719717
223,1,1,4.464631,0.05903509
223,1,15,2.892905,0.003306035
223,1,60,3.523868,0.001431434
223,5,1,5.588578,0.1097586
223,5,15,4.106242,0.02735634
223,5,60,3.689,0.008562
223,30,1,5.717795,0.1213179
223,30,15,4.038294,0.06058254
223,30,60,2.857076,0.02896284
223,60,1,5.698533,0.1218863
223,60,15,3.838588,0.06377882
223,60,60,2.65474,0.03653153
224,1,1,4.211319,0.05709179
224,1,15,3.417705,0.004798655
224,1,60,4.955409,0.003062113
224,5,1,5.276964,0.1070173
224,5,15,4.679989,0.03662139
224,5,60,4.932417,0.01578249
224,30,1,5.365154,0.1174836
224,30,15,4.078741,0.06513306
224,30,60,3.100225,0.03572161
224,60,1,5.329773,0.1174776
224,60,15,3.700593,0.06323502
224,60,60,2.526623,0.03610748
225,1,1,4.644975,0.0609265
225,1,15,4.375458,0.007067198
225,1,60,6.357118,0.004767224
225,5,1,5.781134,0.1134929
225,5,15,5.734182,0.0496742
225,5,60,6.070022,0.02383671
225,30,1,5.896715,0.12575
225,30,15,5.104082,0.09398882
225,30,60,3.726,0.05593092
225,60,1,5.863773,0.1262215
225,60,15,4.717032,0.09612982
225,60,60,3.316197,0.06677018
226,1,1,3.720658,0.05546489
226,1,15,3.474002,0.00676623
226,1,60,4.337152,0.0031138
226,5,1,4.717653,0.1058318
226,5,15,4.802693,0.05294159
226,5,60,4.662456,0.01897927
226,30,1,4.871836,0.1185139
226,30,15,4.394017,0.09761637
226,30,60,3.591193,0.06115593
226,60,1,4.863957,0.1191787
226,60,15,4.128516,0.09837581
226,60,60,3.201454,0.06945222
227,1,1,4.621476,0.06404632
227,1,15,4.671102,0.008887709
227,1,60,6.060102,0.004642191
227,5,1,5.804371,0.1210068
227,5,15,5.991199,0.06002076
227,5,60,5.997123,0.02356771
227,30,1,5.930515,0.1340746
227,30,15,5.30969,0.1076536
227,30,60,3.908054,0.05669015
227,60,1,5.900221,0.134385
227,60,15,4.891834,0.1067477
227,60,60,3.31399,0.06133898
228,1,1,4.474799,0.06205339
228,1,15,4.276265,0.008058638
228,1,60,5.942798,0.004804408
228,5,1,5.550531,0.1139617
228,5,15,5.223503,0.05024197
228,5,60,6.090754,0.02659742
228,30,1,5.667624,0.1256474
228,30,15,4.78278,0.09492814
228,30,60,4.576518,0.08328391
228,60,1,5.647255,0.1261262
228,60,15,4.488219,0.09676367
228,60,60,3.962286,0.09217707
229,1,1,4.756648,0.06589803
229,1,15,4.17989,0.006846894
229,1,60,6.147839,0.005046457
229,5,1,5.945743,0.1217557
229,5,15,5.85801,0.05445816
229,5,60,6.797796,0.03394597
229,30,1,6.121268,0.1361675
229,30,15,5.81268,0.128815
229,30,60,5.229944,0.1234954
229,60,1,6.100737,0.1368379
229,60,15,5.373464,0.1302295
229,60,60,4.378557,0.1277283
230,1,1,4.482227,0.06324326
230,1,15,3.824156,0.006147586
230,1,60,5.193585,0.003356074
230,5,1,5.46333,0.1140077
230,5,15,5.054443,0.0456355
230,5,60,5.335295,0.01850729
230,30,1,5.548948,0.1252181
230,30,15,4.799207,0.09141421
230,30,60,3.737407,0.04892031
230,60,1,5.524936,0.1255921
230,60,15,4.496784,0.09255728
230,60,60,3.233772,0.05375606
231,1,1,4.844038,0.06621425
231,1,15,4.507088,0.008290517
231,1,60,4.060748,0.001995127
231,5,1,5.943401,0.120115
231,5,15,5.334359,0.04899194
231,5,60,4.247542,0.01166638
231,30,1,5.982988,0.1300716
231,30,15,4.548762,0.08320316
231,30,60,3.570008,0.04723991
231,60,1,5.943538,0.1301919
231,60,15,4.246359,0.08523818
231,60,60,3.302767,0.06085674
232,1,1,4.907879,0.06657813
232,1,15,4.607754,0.007955891
232,1,60,6.238061,0.004322697
232,5,1,6.120296,0.1232866
232,5,15,5.704896,0.05007656
232,5,60,5.957401,0.0206191
232,30,1,6.242548,0.1354895
232,30,15,4.942975,0.08583813
232,30,60,4.101412,0.05529745
232,60,1,6.211478,0.1357711
232,60,15,4.57237,0.08615572
232,60,60,3.577107,0.06369247
233,1,1,4.581405,0.0633455
233,1,15,3.541135,0.005144481
233,1,60,4.245327,0.002156701
233,5,1,5.653603,0.1151985
233,5,15,4.802653,0.03992613
233,5,60,4.507285,0.01299493
233,30,1,5.764883,0.1271337
233,30,15,4.511199,0.08156413
233,30,60,3.68867,0.04932911
233,60,1,5.74132,0.127708
233,60,15,4.256127,0.08512088
233,60,60,3.296147,0.05992582
234,1,1,4.367213,0.0568495
234,1,15,3.496177,0.00493205
234,1,60,6.069025,0.00441869
234,5,1,5.486067,0.1078964
234,5,15,5.068988,0.04293228
234,5,60,6.236743,0.02552554
234,30,1,5.632696,0.1203305
234,30,15,4.866463,0.09159387
234,30,60,4.074532,0.06386502
234,60,1,5.607831,0.1206911
234,60,15,4.488351,0.09119126
234,60,60,3.38024,0.06543504
235,1,1,4.680178,0.06697262
235,1,15,3.845914,0.006312025
235,1,60,4.488241,0.002612288
235,5,1,5.812028,0.1232324
235,5,15,5.357593,0.04970901
235,5,60,5.056541,0.01686217
235,30,1,5.946799,0.1360209
235,30,15,5.030559,0.09913578
235,30,60,4.008541,0.05727595
235,60,1,5.923043,0.1364821
235,60,15,4.704458,0.1011025
235,60,60,3.509399,0.06552725
236,1,1,4.353251,0.06103199
236,1,15,2.832823,0.003471089
236,1,60,2.331959,0.0007091426
236,5,1,5.444505,0.1135652
236,5,15,4.429089,0.03353704
236,5,60,2.940925,0.005408442
236,30,1,5.600732,0.1261548
236,30,15,4.306179,0.07138218
236,30,60,2.500531,0.02144838
236,60,1,5.586966,0.1267436
236,60,15,4.035395,0.07258975
236,60,60,2.260412,0.02599766
237,1,1,4.363602,0.05795569
237,1,15,3.603361,0.005575455
237,1,60,3.601903,0.001669518
237,5,1,5.410191,0.1072105
237,5,15,4.619081,0.03920854
237,5,60,3.825787,0.0101639
237,30,1,5.51247,0.1178709
237,30,15,4.152126,0.0728423
237,30,60,3.165365,0.03998104
237,60,1,5.493463,0.1183935
237,60,15,3.951691,0.07646667
237,60,60,2.978311,0.05288767
238,1,1,4.639592,0.0625698
238,1,15,4.3314,0.007813765
238,1,60,4.172441,0.00214224
238,5,1,5.790517,0.1165748
238,5,15,5.226311,0.04751597
238,5,60,4.292973,0.01161574
238,30,1,5.89515,0.1277723
238,30,15,4.624151,0.08389204
238,30,60,3.455518,0.0428538
238,60,1,5.867776,0.1281257
238,60,15,4.314077,0.08541885
238,60,60,3.07139,0.05230315
239,1,1,4.273191,0.05873763
239,1,15,4.121938,0.007356732
239,1,60,6.07948,0.004618978
239,5,1,5.292049,0.1081734
239,5,15,5.275643,0.04777066
239,5,60,6.528867,0.02714597
239,30,1,5.411194,0.1197947
239,30,15,4.919746,0.09648996
239,30,60,4.912495,0.08957227
239,60,1,5.390558,0.1203483
239,60,15,4.580191,0.09857362
239,60,60,4.179681,0.09806292
240,1,1,4.57236,0.06292367
240,1,15,3.800494,0.006127831
240,1,60,3.678457,0.001640142
240,5,1,5.744451,0.1181008
240,5,15,5.031058,0.0440847
240,5,60,4.06769,0.01023806
240,30,1,5.895109,0.1307308
240,30,15,4.644234,0.08397062
240,30,60,3.215571,0.03621559
240,60,1,5.8807,0.1313589
240,60,15,4.381705,0.08626033
240,60,60,2.914955,0.04382815
241,1,1,4.372029,0.05841779
241,1,15,3.363938,0.005076799
241,1,60,4.59357,0.002928864
241,5,1,5.412837,0.1089688
241,5,15,4.459001,0.03711951
241,5,60,4.852973,0.01640473
241,30,1,5.460914,0.1190545
241,30,15,4.353672,0.07757632
241,30,60,4.278335,0.06756835
241,60,1,5.437557,0.119545
241,60,15,4.177907,0.08231502
241,60,60,3.936845,0.08619065
242,1,1,4.210077,0.05556073
242,1,15,3.589822,0.005667322
242,1,60,3.925409,0.002028164
242,5,1,5.15791,0.1010732
242,5,15,4.446752,0.03585245
242,5,60,4.174251,0.01193294
242,30,1,5.238505,0.1108637
242,30,15,4.282015,0.07450641
242,30,60,3.859324,0.05561994
242,60,1,5.222445,0.1114657
242,60,15,4.10651,0.07925329
242,60,60,3.580431,0.07113558
243,1,1,4.256299,0.0620969
243,1,15,4.270946,0.008482113
243,1,60,5.174651,0.003628026
243,5,1,5.278165,0.1152497
243,5,15,5.259837,0.0530974
243,5,60,5.425581,0.02012763
243,30,1,5.397495,0.1273597
243,30,15,4.747791,0.09534143
243,30,60,3.938638,0.06095832
243,60,1,5.380997,0.1279149
243,60,15,4.442839,0.09701127
243,60,60,3.456697,0.07115868
244,1,1,3.106688,0.05073647
244,1,15,2.9127,0.007065653
244,1,60,4.175852,0.004605391
244,5,1,3.803748,0.09110955
244,5,15,3.309395,0.03974872
244,5,60,3.962603,0.02276732
244,30,1,3.875644,0.09993628
244,30,15,3.022231,0.07288604
244,30,60,2.880817,0.06348848
244,60,1,3.865038,0.1003792
244,60,15,2.882837,0.07544754
244,60,60,2.593414,0.07492103
245,1,1,4.806012,0.06464078
245,1,15,3.728204,0.00503025
245,1,60,5.705277,0.003501969
245,5,1,6.115338,0.1237664
245,5,15,5.611221,0.04690925
245,5,60,5.88612,0.01999845
245,30,1,6.301885,0.1386094
245,30,15,5.242436,0.09511213
245,30,60,4.219505,0.05892652
245,60,1,6.275836,0.139136
245,60,15,4.834334,0.09501553
245,60,60,3.603427,0.06427185
246,1,1,4.593607,0.06376103
246,1,15,4.306069,0.006961605
246,1,60,3.769856,0.001644736
246,5,1,5.761491,0.1188835
246,5,15,5.735438,0.05024938
246,5,60,4.073978,0.01021757
246,30,1,5.915445,0.1317001
246,30,15,5.200352,0.09412328
246,30,60,3.246191,0.03928379
246,60,1,5.898172,0.1323417
246,60,15,4.83836,0.09594572
246,60,60,2.981554,0.04974561
247,1,1,4.653307,0.06217671
247,1,15,4.576344,0.007955297
247,1,60,4.577274,0.002462795
247,5,1,5.81935,0.1169352
247,5,15,5.795432,0.05240643
247,5,60,4.660112,0.0135585
247,30,1,5.927737,0.1291631
247,30,15,5.174344,0.09607428
247,30,60,3.49949,0.043959
247,60,1,5.89506,0.129512
247,60,15,4.795159,0.09692116
247,60,60,3.161498,0.05302726
248,1,1,4.675563,0.06351894
248,1,15,3.755401,0.005571545
248,1,60,4.423146,0.002320192
248,5,1,5.94808,0.1218545
248,5,15,5.476663,0.04802507
248,5,60,5.340767,0.01724213
248,30,1,6.148382,0.1368487
248,30,15,5.332495,0.1007838
248,30,60,4.309786,0.06242122
248,60,1,6.136811,0.1377234
248,60,15,5.033238,0.1041179
248,60,60,3.87781,0.07586898
249,1,1,4.610248,0.06381993
249,1,15,4.036566,0.006932446
249,1,60,5.132813,0.003409524
249,5,1,5.733302,0.118563
249,5,15,5.233575,0.04848307
249,5,60,4.998632,0.01682553
249,30,1,5.822772,0.1300582
249,30,15,4.65479,0.085307
249,30,60,3.425901,0.04415258
249,60,1,5.790217,0.1302795
249,60,15,4.315574,0.08545618
249,60,60,3.050476,0.05289019
250,1,1,4.329574,0.05911856
250,1,15,3.504086,0.005268157
250,1,60,4.612079,0.0028083
250,5,1,5.432049,0.1105278
250,5,15,4.989217,0.04318842
250,5,60,4.939102,0.01617106
250,30,1,5.549226,0.1218986
250,30,15,4.666939,0.08431622
250,30,60,3.711322,0.0502634
250,60,1,5.523133,0.1222215
250,60,15,4.352219,0.08557735
250,60,60,3.285632,0.05908372
251,1,1,4.519176,0.05907212
251,1,15,4.418438,0.007922881
251,1,60,7.299774,0.006829847
251,5,1,5.594675,0.1085498
251,5,15,5.30199,0.04816638
251,5,60,6.827296,0.03194394
251,30,1,5.688383,0.1192509
251,30,15,4.682611,0.08704667
251,30,60,4.368679,0.07407228
251,60,1,5.658037,0.1194809
251,60,15,4.32662,0.08691409
251,60,60,3.659221,0.07758175
252,1,1,3.166484,0.04133942
252,1,15,2.744197,0.004984203
252,1,60,3.299101,0.002266718
252,5,1,3.922048,0.07784985
252,5,15,3.350744,0.03202432
252,5,60,3.332443,0.01237458
252,30,1,4.010911,0.08629369
252,30,15,3.123148,0.06161072
252,30,60,2.681652,0.04312913
252,60,1,3.999842,0.08676781
252,60,15,2.977601,0.06421865
252,60,60,2.469763,0.05302336
253,1,1,4.775314,0.06644617
253,1,15,3.380913,0.004194714
253,1,60,3.899492,0.001714204
253,5,1,5.920972,0.1216075
253,5,15,4.671917,0.03299936
253,5,60,4.384303,0.0111129
253,30,1,6.056444,0.1340356
253,30,15,4.679306,0.0732316
253,30,60,3.010171,0.02934685
253,60,1,6.035801,0.134511
253,60,15,4.404992,0.07499127
253,60,60,2.600155,0.03271477
254,1,1,4.504665,0.06417268
254,1,15,4.073184,0.007730283
254,1,60,3.767271,0.002012779
254,5,1,5.553791,0.1167619
254,5,15,5.150493,0.04993829
254,5,60,4.478611,0.01491547
254,30,1,5.667865,0.1283071
254,30,15,4.711551,0.09463496
254,30,60,3.706589,0.05768415
254,60,1,5.644331,0.1286357
254,60,15,4.38552,0.09527032
254,60,60,3.233215,0.06521531
255,1,1,4.842649,0.06655505
255,1,15,4.566604,0.007847182
255,1,60,6.682982,0.004624336
255,5,1,6.113682,0.1258704
255,5,15,6.17268,0.05779333
255,5,60,7.042578,0.02676791
255,30,1,6.298058,0.140609
255,30,15,5.663144,0.111962
255,30,60,5.319486,0.0869233
255,60,1,6.277385,0.1412963
255,60,15,5.263661,0.1136735
255,60,60,4.55678,0.09680309
256,1,1,4.20413,0.06214305
256,1,15,3.872239,0.007917761
256,1,60,4.876055,0.003781284
256,5,1,5.138675,0.1116078
256,5,15,4.375881,0.04356463
256,5,60,4.458371,0.01724303
256,30,1,5.208432,0.121399
256,30,15,3.729598,0.07248504
256,30,60,3.003228,0.04566624
256,60,1,5.183089,0.1216163
256,60,15,3.497122,0.07377248
256,60,60,2.728348,0.05559854
257,1,1,4.597235,0.06685694
257,1,15,4.096774,0.00763748
257,1,60,5.157183,0.003863282
257,5,1,5.790921,0.1255228
257,5,15,5.250645,0.05111078
257,5,60,5.088854,0.01954373
257,30,1,5.944999,0.1389834
257,30,15,4.626503,0.0913408
257,30,60,3.194956,0.04332421
257,60,1,5.922803,0.1394302
257,60,15,4.288477,0.09145984
257,60,60,2.802482,0.04989133
258,1,1,4.587204,0.0647383
258,1,15,4.826812,0.01033183
258,1,60,4.99223,0.003152878
258,5,1,5.627143,0.1178574
258,5,15,5.615627,0.06026196
258,5,60,4.42117,0.01369434
258,30,1,5.662411,0.1275869
258,30,15,4.467084,0.08990796
258,30,60,2.859445,0.03191635
258,60,1,5.626267,0.1275987
258,60,15,4.113278,0.08890785
258,60,60,2.763003,0.04347654
259,1,1,4.131099,0.05626363
259,1,15,3.659956,0.006215003
259,1,60,3.417631,0.001642918
259,5,1,5.129917,0.1040235
259,5,15,4.817431,0.04455978
259,5,60,3.982409,0.01158403
259,30,1,5.246732,0.1148997
259,30,15,4.381355,0.08333459
259,30,60,3.39294,0.04654649
259,60,1,5.2284,0.1153458
259,60,15,4.090045,0.08431001
259,60,60,3.07735,0.05662641
260,1,1,4.300432,0.06137797
260,1,15,4.153076,0.008114733
260,1,60,4.404667,0.002818701
260,5,1,5.303692,0.1121251
260,5,15,5.167519,0.05189358
260,5,60,4.647202,0.01588574
260,30,1,5.401255,0.1232349
260,30,15,4.589053,0.09186555
260,30,60,3.73862,0.05831264
260,60,1,5.379092,0.1236642
260,60,15,4.281368,0.09334892
260,60,60,3.326026,0.07065116
261,1,1,4.685156,0.06406261
261,1,15,4.070275,0.006921818
261,1,60,4.672543,0.002783533
261,5,1,5.894471,0.1204704
261,5,15,5.522912,0.05349964
261,5,60,4.950312,0.01617362
261,30,1,6.017573,0.1328134
261,30,15,5.052278,0.09835522
261,30,60,3.772866,0.05168779
261,60,1,5.990718,0.1331638
261,60,15,4.706063,0.09895119
261,60,60,3.269704,0.0576813
262,1,1,4.316466,0.05822713
262,1,15,3.793175,0.006236887
262,1,60,3.997068,0.00216457
262,5,1,5.39821,0.1087393
262,5,15,4.790753,0.04088973
262,5,60,4.137986,0.01189658
262,30,1,5.512404,0.1197038
262,30,15,4.213712,0.07073951
262,30,60,2.978797,0.03359427
262,60,1,5.49232,0.1200943
262,60,15,3.928399,0.07100781
262,60,60,2.569538,0.03725457
263,1,1,4.77394,0.06462993
263,1,15,3.92942,0.005466129
263,1,60,3.97044,0.001760676
263,5,1,5.872381,0.1175213
263,5,15,5.320743,0.04047976
263,5,60,4.284074,0.01031152
263,30,1,6.003772,0.1293644
263,30,15,4.962627,0.07863591
263,30,60,3.208114,0.03242953
263,60,1,5.982109,0.1297845
263,60,15,4.604181,0.0791689
263,60,60,2.78076,0.03670835
264,1,1,4.618417,0.06491455
264,1,15,3.815701,0.006044786
264,1,60,5.040491,0.003264859
264,5,1,5.685873,0.1183592
264,5,15,5.144598,0.04332724
264,5,60,5.208345,0.01741301
264,30,1,5.781193,0.1298156
264,30,15,4.828669,0.08501618
264,30,60,3.759719,0.04990195
264,60,1,5.759212,0.1302977
264,60,15,4.542547,0.08714276
264,60,60,3.313168,0.05759539
265,1,1,4.35406,0.06060842
265,1,15,3.432702,0.005350221
265,1,60,4.232344,0.00244684
265,5,1,5.393254,0.111458
265,5,15,4.935471,0.04512255
265,5,60,4.689538,0.01501393
265,30,1,5.495959,0.1228679
265,30,15,4.735341,0.09255742
265,30,60,3.537874,0.04687114
265,60,1,5.467957,0.1231324
265,60,15,4.370797,0.09234267
265,60,60,2.953142,0.05007632
266,1,1,4.81126,0.06686189
266,1,15,3.948275,0.006118075
266,1,60,4.547418,0.00249864
266,5,1,5.903356,0.1214814
266,5,15,5.141167,0.04458168
266,5,60,4.32612,0.01234368
266,30,1,5.996641,0.1331471
266,30,15,4.583927,0.08175543
266,30,60,3.098845,0.03644469
266,60,1,5.96417,0.1333491
266,60,15,4.242794,0.08192055
266,60,60,2.743005,0.04258695
267,1,1,4.312557,0.05624269
267,1,15,3.261686,0.004458198
267,1,60,4.357249,0.002504289
267,5,1,5.379337,0.1048021
267,5,15,4.615743,0.03575357
267,5,60,4.776157,0.01493537
267,30,1,5.522493,0.1160767
267,30,15,4.392239,0.07103362
267,30,60,3.594869,0.04679282
267,60,1,5.509903,0.116628
267,60,15,4.13665,0.07277903
267,60,60,3.173703,0.05470563
268,1,1,4.254031,0.05888279
268,1,15,3.632058,0.006249479
268,1,60,4.130029,0.002382235
268,5,1,5.276708,0.1089272
268,5,15,4.992552,0.04948628
268,5,60,4.673058,0.01596947
268,30,1,5.424555,0.1213476
268,30,15,4.755406,0.09873486
268,30,60,3.581503,0.0513322
268,60,1,5.408399,0.1218723
268,60,15,4.445673,0.09949747
268,60,60,3.051779,0.05542538
269,1,1,4.30129,0.06086889
269,1,15,4.595823,0.009237351
269,1,60,6.630929,0.005994947
269,5,1,5.312446,0.1123104
269,5,15,5.325157,0.05241547
269,5,60,5.986035,0.02621367
269,30,1,5.378332,0.1220235
269,30,15,4.491957,0.08320015
269,30,60,3.622995,0.05420568
269,60,1,5.342289,0.1218738
269,60,15,4.064769,0.07983612
269,60,60,3.006355,0.05618413
270,1,1,4.425095,0.06207155
270,1,15,3.654652,0.006008936
270,1,60,5.401992,0.003866822
270,5,1,5.47416,0.1141641
270,5,15,4.789439,0.04191717
270,5,60,5.622207,0.02143759
270,30,1,5.573434,0.1253101
270,30,15,4.275592,0.07651246
270,30,60,3.891158,0.05493382
270,60,1,5.537512,0.1253092
270,60,15,3.8959,0.0748366
270,60,60,3.124858,0.05340335
271,1,1,4.459291,0.06265065
271,1,15,3.812068,0.006093439
271,1,60,4.763307,0.002860327
271,5,1,5.569782,0.1167031
271,5,15,5.162531,0.0457496
271,5,60,5.139278,0.01733448
271,30,1,5.713995,0.1296249
271,30,15,4.835562,0.09227383
271,30,60,3.842319,0.05590482
271,60,1,5.688009,0.1299572
271,60,15,4.423142,0.09107609
271,60,60,3.105972,0.05553709
272,1,1,4.616745,0.06355501
272,1,15,3.543009,0.005207929
272,1,60,4.7677,0.002808414
272,5,1,5.715433,0.1169625
272,5,15,4.737196,0.03978671
272,5,60,5.065163,0.0168299
272,30,1,5.84852,0.1294682
272,30,15,4.569569,0.08273646
272,30,60,4.080147,0.05995688
272,60,1,5.828663,0.1300373
272,60,15,4.316077,0.08549903
272,60,60,3.544654,0.0676724
273,1,1,4.525096,0.06025237
273,1,15,4.448705,0.008293298
273,1,60,5.361825,0.004042161
273,5,1,5.596013,0.1114064
273,5,15,5.439989,0.05170171
273,5,60,5.051857,0.01900849
273,30,1,5.693372,0.1224069
273,30,15,4.730049,0.08610582
273,30,60,3.312205,0.04516454
273,60,1,5.661648,0.1225512
273,60,15,4.339917,0.08430486
273,60,60,2.761739,0.04723283
274,1,1,4.54658,0.06122498
274,1,15,3.808406,0.006001635
274,1,60,3.728778,0.001696293
